Branch,Customer Name,Invoice,Work Order, QW Total , SAP Total , Discrepancy ,Cause,Dept Impacted,Date
DEN,Amazon,V10316688,W1069916,377.20,369.30,-7.90,Part Pricing - Raymond,Service,03/29/21
DEN,Amazon,V10317544,W1068729,742.73,705.81,-36.92,Part Pricing - Raymond,Service,04/06/21
DEN,Amazon,V10317526,W1068748,675.23,634.10,-41.13,Part Pricing - Raymond,Service,04/06/21
DEN,Amazon,V10317707,W1068655,697.73,660.81,-36.92,Part Pricing - Raymond,Service,04/07/21
DEN,Amazon,V10317725,W1068747,832.73,795.81,-36.92,Part Pricing - Raymond,Service,04/07/21
DEN,Amazon,V10317701,W1069978,163.17,162.22,-0.95,Part Pricing - Raymond,Service,04/07/21
DEN,Amazon,V10317730,W1070500,619.58,632.56,12.98,Part Pricing - Raymond,Service,04/07/21
DEN,Amazon,V10317998,W1069857,669.59,650.81,-18.78,Part Pricing - Raymond,Service,04/09/21
DEN,Amazon,V10318661,SM1132924-2,286.38,269.04,-17.34,Part Pricing - Raymond,Service,04/16/21
DEN,Amazon,V10318696,W1067107,1316.71,1214.41,-20.69,Part Pricing - Raymond,Service,04/16/21
DEN,Amazon,V10318697,W1069866,526.67,467.03,-31.14,Part Pricing - Raymond,Service,04/16/21
DEN,Amazon,V10318643,W1070384,946.26,882.02,-64.24,Part Pricing - Raymond,Service,04/16/21
DEN,Amazon,V10318648,W1070618,254.21,253.15,-1.06,Part Pricing - Raymond,Service,04/16/21
DEN,Amazon,V10318649,W1070962,60.62,53.68,-6.94,Part Pricing - Raymond,Service,04/16/21
DEN,Amazon,V10318788,W1070619,1047.02,1030.55,-16.47,Part Pricing - Raymond,Service,04/19/21
DEN,Amazon,V10318921,SM1132927-2,236.68,228.30,-8.38,Part Pricing - Raymond,Service,04/20/21
DEN,Amazon,V10318869,W1070737,1153.52,1091.05,-62.47,Part Pricing - Raymond,Service,04/20/21
DEN,Amazon,V10321150,W1072090,2397.29,2211.65,-185.64,Part Pricing - Raymond,Service,05/12/21
DEN,Amazon,V10321254,W1072401,1761.02,1626.39,-134.63,Part Pricing - Raymond,Service,05/13/21
DEN,Amazon,V10321273,W1072535,612.46,590.38,-22.08,Part Pricing - Raymond,Service,05/13/21
DEN,Amazon,V10321326,W1072533,385.14,376.10,-9.04,Part Pricing - Raymond,Service,05/14/21
DEN,Amazon,V10322282,W1073004,420.88,391.70,-29.18,Part Pricing - Raymond,Service,05/26/21
DEN,Amazon,V10323009,W1073312,720.36,649.54,-70.82,Part Pricing - Raymond,Service,06/03/21
DEN,Amazon,V10323267,W1073809,618.95,608.54,-10.41,Part Pricing - Raymond,Service,06/07/21
DEN,Amazon,V10323341,W1073821,1023.86,932.19,-91.67,Part Pricing - Raymond,Service,06/08/21
DEN,Amazon,V10323557,W1072771,3073.31,2930.14,-145.87,Part Pricing - Raymond,Service,06/09/21
DEN,Amazon,V10324215,W1074335,729.00,657.80,-71.20,Part Pricing - Raymond,Service,06/16/21
DEN,Amazon,V10324526,W1074482,1733.59,1536.11,-197.48,Part Pricing - Raymond,Service,06/18/21
DEN,Amazon,V10328358,W1073849,2077.76,1733.87,-208.52,Part Pricing - Raymond,Service,06/22/21
DEN,Amazon,V10325129,W1074791,751.41,722.79,-28.62,Part Pricing - Raymond,Service,06/22/21
DEN,Amazon,V10324863,W1075047,285.62,278.68,-6.94,Part Pricing - Raymond,Service,06/23/21
DEN,Amazon,V10325498,SM1135617-2,1335.25,1241.10,-94.15,Part Pricing - Raymond,Service,06/29/21
DEN,Amazon,V10326555,W1075851,885.77,803.29,-82.48,Part Pricing - Raymond,Service,07/13/21
DEN,Amazon,V10326554,W1075876,840.71,757.39,-83.32,Part Pricing - Raymond,Service,07/13/21
DEN,Amazon,V10326881,SM1136863-2,78.46,52.31,-2.15,Part Pricing - Raymond,Service,07/15/21
DEN,Amazon,V10326870,W1074114,1089.87,1011.77,-78.10,Part Pricing - Raymond,Service,07/15/21
DEN,Amazon,V10326871,W1074115,1157.37,1079.27,-78.10,Part Pricing - Raymond,Service,07/15/21
DEN,Amazon,V10326866,W1074116,1382.37,1304.27,-78.10,Part Pricing - Raymond,Service,07/15/21
DEN,Amazon,V10326873,W1074117,1629.60,1551.50,-78.10,Part Pricing - Raymond,Service,07/15/21
DEN,Amazon,V10326869,W1074118,1291.59,1213.49,-78.10,Part Pricing - Raymond,Service,07/15/21
DEN,Amazon,V10326877,W1075858,380.74,378.07,-2.76,Part Pricing - Raymond,Service,07/15/21
DEN,Amazon,V10326894,W1076099,421.61,399.70,-21.91,Part Pricing - Raymond,Service,07/15/21
DEN,Amazon,V10326862,W1076251,495.14,564.52,69.38,Part Pricing - Raymond,Service,07/15/21
DEN,Amazon,V10327277,W1076297,3068.81,2836.31,-232.50,Part Pricing - Raymond,Service,07/19/21
DEN,Amazon,V10327263,W1076393,335.42,313.68,-21.74,Part Pricing - Raymond,Service,07/19/21
DEN,Amazon,V10327367,SM1136856-3,31.96,29.81,-2.15,Part Pricing - Raymond,Service,07/20/21
DEN,Amazon,V10327372,SM1136860-2,150.11,131.33,-18.78,Part Pricing - Raymond,Service,07/20/21
DEN,Amazon,V10327369,SM1136861-2,31.96,29.81,-2.15,Part Pricing - Raymond,Service,07/20/21
DEN,Amazon,V10328134,SM1136859-2,185.42,183.60,-1.08,Part Pricing - Raymond,Service,07/26/21
DEN,Amazon,V10328149,W1076532,414.02,414.01,-0.01,Part Pricing - Raymond,Service,07/26/21
DEN,Amazon,V10328424,W1076663,837.69,766.47,-71.22,Part Pricing - Raymond,Service,07/28/21
DEN,Amazon,V10328400,W1076717,640.54,557.72,-82.82,Part Pricing - Raymond,Service,07/28/21
DEN,Amazon,V10328818,W1076665,435.48,414.30,-21.18,Part Pricing - Raymond,Service,07/30/21
DEN,Amazon,V10329410,W1077389,1056.31,1051.29,-5.02,Part Pricing - Raymond,Service,08/05/21
DEN,Amazon,V10329538,SM1138041-2,127.61,108.83,-18.78,Part Pricing - Raymond,Service,08/06/21
DEN,Amazon,V10329540,SM1138046-2,105.11,86.33,-18.78,Part Pricing - Raymond,Service,08/06/21
DEN,Amazon,V10329788,SM1137941-2,490.95,417.49,-73.46,Part Pricing - Raymond,Service,08/10/21
DEN,Amazon,V10329796,W1077746,468.00,520.24,52.24,Part Pricing - Raymond,Service,08/10/21
DEN,Amazon,V10329879,SM1138076-2,307.61,288.83,-18.78,Part Pricing - Raymond,Service,08/11/21
DEN,Amazon,V10329882,SM1138078-2,203.25,177.51,-25.74,Part Pricing - Raymond,Service,08/11/21
DEN,Amazon,V10330179,SM1138066-2,127.61,108.83,-18.78,Part Pricing - Raymond,Service,08/13/21
DEN,Amazon,V10330519,W1077778,1792.86,1658.23,-134.63,Part Pricing - Raymond,Service,08/17/21
DEN,Amazon,V10330586,SM1138074-2,108.84,108.83,-0.01,Part Pricing - Raymond,Service,08/18/21
DEN,Amazon,V10330590,SM1138075-2,108.84,108.83,-0.01,Part Pricing - Raymond,Service,08/18/21
DEN,Amazon,V10330609,W1070586,1513.54,1513.52,-0.02,Part Pricing - Raymond,Service,08/18/21
DEN,Amazon,V10330814,W1078376,561.36,536.94,-48.54,Part Pricing - Raymond,Service,08/20/21
DEN,Amazon,V10331166,W1078615-1,50.78,49.72,-1.06,Part Pricing - Raymond,Service,08/24/21
DEN,Amazon,V10331168,W1078615-2,288.00,241.20,-46.80,Part Pricing - Raymond,Service,08/24/21
DEN,Amazon,V10331573,W1078683,521.62,527.20,5.58,Part Pricing - Raymond,Service,08/27/21
DEN,Amazon,V10331567,W1078732,545.86,517.24,-28.62,Part Pricing - Raymond,Service,08/27/21
DEN,Amazon,V10332559,W1079328,510.46,521.62,11.16,Part Pricing - Raymond,Service,09/07/21
DEN,Amazon,V10332564,SM1139292-2,345.74,356.90,11.16,Part Pricing - Raymond,Service,09/07/21
DEN,Amazon,V10332733,W1076640,2459.01,2289.87,-169.14,Part Pricing - Raymond,Service,09/08/21
DEN,Amazon,V10332736,W1074258,4820.79,4168.86,-651.93,Part Pricing - Raymond,Service,09/08/21
DEN,Amazon,V10332743,W1078126,78.61,76.59,-2.02,Part Pricing - Raymond,Service,09/08/21
DEN,Amazon,V10332744,W1078125,213.61,211.59,-2.02,Part Pricing - Raymond,Service,09/08/21
DEN,Amazon,V10332841,W1079245,699.66,637.78,-61.88,Part Pricing - Raymond,Service,09/09/21
DEN,Amazon,V10333068,SM1139359-2,96.44,95.26,-1.18,Part Pricing - Raymond,Service,09/13/21
DEN,Amazon,V10333069,W1079378,361.17,344.70,-16.47,Part Pricing - Raymond,Service,09/13/21
DEN,Amazon,V10333079,W1079521,406.25,371.81,-34.44,Part Pricing - Raymond,Service,09/13/21
DEN,Amazon,V10333337,W1079848-3,54.46,52.31,-2.15,Part Pricing - Raymond,Service,09/15/21
DEN,Amazon,V10333342,W1079800,339.98,249.58,-90.40,Part Pricing - Raymond,Service,09/15/21
DEN,Amazon,V10333527,W1079955,434.51,363.69,-70.82,Part Pricing - Raymond,Service,09/16/21
DEN,Amazon,V10333535,W1079887-1,704.67,588.59,-116.08,Part Pricing - Raymond,Service,09/16/21
DEN,Amazon,V10333537,W1079887-3,481.14,469.80,-11.34,Part Pricing - Raymond,Service,09/16/21
DEN,Amazon,V10333539,W1079800-2,801.02,765.24,-35.78,Part Pricing - Raymond,Service,09/16/21
DEN,Amazon,V10333540,W1079747,843.83,808.05,-35.78,Part Pricing - Raymond,Service,09/16/21
DEN,Amazon,V10333845,W1080074,504.00,432.80,-71.20,Part Pricing - Raymond,Service,09/20/21
DEN,Amazon,V10333846,W1080033,432.22,388.96,-43.26,Part Pricing - Raymond,Service,09/20/21
DEN,Amazon,V10333849,W1080000,397.96,409.12,11.16,Part Pricing - Raymond,Service,09/20/21
DEN,Amazon,V10334477,W1080123,458.64,447.30,-11.34,Part Pricing - Raymond,Service,09/24/21
DEN,Amazon,V10334478,SM1139596-2,490.70,479.36,-11.34,Part Pricing - Raymond,Service,09/24/21
DEN,Amazon,V10335008,W1080609,637.01,566.19,-70.82,Part Pricing - Raymond,Service,09/29/21
DEN,Amazon,V10335016,W1080448,594.67,566.05,-28.62,Part Pricing - Raymond,Service,09/29/21
DEN,Amazon,V10335054,W1079399,1837.50,1717.50,-120.00,Part Pricing - Raymond,Service,09/29/21
DEN,Amazon,V10335090,W1078364,359.54,355.50,-4.04,Part Pricing - Raymond,Service,09/29/21
DEN,Amazon,V10335714,W1080570,726.38,677.22,-49.16,Part Pricing - Raymond,Service,10/05/21
DEN,Amazon,V10335792,W1078131,195.84,193.84,-2.00,Part Pricing - Raymond,Service,10/06/21
DEN,Amazon,V10335793,W1078132,437.16,413.08,-24.08,Part Pricing - Raymond,Service,10/06/21
DEN,Amazon,V10335794,W1080807,69.87,69.37,-0.50,Part Pricing - Raymond,Service,10/06/21
DEN,Amazon,V10336233,W1080808,56.99,54.81,-2.18,Part Pricing - Raymond,Service,10/11/21
DEN,Amazon,V10336235,W1081141,415.30,414.60,-0.70,Part Pricing - Raymond,Service,10/11/21
DEN,Amazon,V10336679,W1081022,134.55,126.45,-8.10,Part Pricing - Raymond,Service,10/14/21
DEN,Amazon,V10336680,W1081164,107.10,98.10,-9.00,Part Pricing - Raymond,Service,10/14/21
DEN,Amazon,V10336682,W1081011,210.88,202.78,-8.10,Part Pricing - Raymond,Service,10/14/21
DEN,Amazon,V10336690,W1081357,355.50,310.50,-45.00,Part Pricing - Raymond,Service,10/14/21
DEN,Amazon,V10336693,W1081014,67.05,58.95,-8.10,Part Pricing - Raymond,Service,10/14/21
DEN,Amazon,V10336734,W1081034,292.05,283.95,-8.10,Part Pricing - Raymond,Service,10/15/21
DEN,Amazon,V10336735,W1081038,343.28,335.18,-8.10,Part Pricing - Raymond,Service,10/15/21
DEN,Amazon,V10336737,W1081446-1,436.14,424.80,-11.34,Part Pricing - Raymond,Service,10/15/21
DEN,Amazon,V10336739,W1081446-2,360.98,270.58,-90.40,Part Pricing - Raymond,Service,10/15/21
DEN,Amazon,V10336741,W1081469,492.75,461.77,-30.98,Part Pricing - Raymond,Service,10/15/21
DEN,Amazon,V10337153,W1081729,503.64,492.30,-11.34,Part Pricing - Raymond,Service,10/20/21
DEN,Amazon,V10337326,W1081653,482.06,469.34,-12.72,Part Pricing - Raymond,Service,10/21/21
DEN,Amazon,V10337334,W1081679,571.14,559.80,-11.34,Part Pricing - Raymond,Service,10/21/21
DEN,Amazon,V10337336,W1081607,571.14,559.80,-11.34,Part Pricing - Raymond,Service,10/21/21
DEN,Amazon,V10337605,W1081728,482.80,470.78,-12.02,Part Pricing - Raymond,Service,10/25/21
DEN,Amazon,V10328358,W1073849,2077.76,1733.87,-135.37,PO funds,Service,06/22/21
DEN,Amazon,V10311282,W1064783,2990.25,2748.44,-0.90,Productive Rounding,Service,01/29/21
DEN,Amazon,V10313888,W1066692,213.63,209.67,13.50,Productive Rounding,Service,02/26/21
DEN,Amazon,V10316376,SM1131949-2,435.80,413.38,-14.40,Productive Rounding,Service,03/25/21
DEN,Amazon,V10323557,W1072771,3073.31,2930.14,2.70,Productive Rounding,Service,06/09/21
DEN,Amazon,V10337998,W1080771,641.30,557.40,-83.90,Part Pricing - Raymond,Service,10/27/21
DEN,Amazon,V10338002,W1080772,431.88,349.06,-82.82,Part Pricing - Raymond,Service,10/27/21
DEN,Amazon,V10338006,W1080773,240.24,226.52,-13.72,Part Pricing - Raymond,Service,10/27/21
DEN,Amazon,V10338012,W1080917,423.92,422.30,-1.62,Part Pricing - Raymond,Service,10/27/21
DEN,Amazon,V10338026,W1081829,511.62,508.59,-3.03,Part Pricing - Raymond,Service,10/27/21
DEN,Amazon,V10338076,W1080706,615.21,596.43,-18.78,Part Pricing - Raymond,Service,10/27/21
DEN,Amazon,V10338078,W1080707,534.11,515.33,-18.78,Part Pricing - Raymond,Service,10/27/21
DEN,Amazon,V10338691,W1082375,730.95,705.95,-25.00,Part Pricing - Raymond,Service,11/02/21
DEN,Amazon,V10338694,W1082311,386.46,385.54,-0.92,Part Pricing - Raymond,Service,11/02/21
DEN,Amazon,V10338698,W1081992,537.25,533.95,-3.30,Part Pricing - Raymond,Service,11/02/21
DEN,Amazon,V10338711,W1082362,173.12,166.18,-6.94,Part Pricing - Raymond,Service,11/02/21
DEN,Amazon,V10339248,SM1142068,66.22,59.00,-7.22,Consumables,Service,11/09/21
DEN,Amazon,V10340183,W1083202,370.05,315.57,-54.48,Part Pricing - Misc,Service,11/17/21
DEN,Amazon,V10340198,W1083114,418.31,385.21,-33.10,Part Pricing - Raymond,Service,11/17/21
DEN,Amazon,V10340205,SM1142070,87.22,80.00,-7.22,Consumables,Service,11/17/21
DEN,Amazon,V10340383,W1082218,2957.44,2869.68,-87.76,Part Pricing - Raymond,Service,11/18/21
DEN,Amazon,V10340532,W1083350,528.83,512.24,-16.59,Part Pricing - Raymond,Service,11/22/21
DEN,Amazon,V10340535,W1083351,705.38,699.30,-6.08,Part Pricing - Raymond,Service,11/22/21
DEN,Amazon,V10340802,W1083034,24.04,23.76,-0.28,Part Pricing - Raymond,Service,11/24/21
DEN,Amazon,V10340967,W1083957,173.34,164.62,-8.72,Part Pricing - Raymond,Service,11/29/21
DEN,Amazon,V10340968,W1083933,274.59,265.87,-8.72,Part Pricing - Raymond,Service,11/29/21
DEN,Amazon,V10334685,W1079259,1830.79,1778.80,-51.99,Part Pricing - Raymond,Shop,09/27/21
DEN,Gensco,V10321612,W1063804,111.01,136.87,31.88,Entry Error - Labor Quantity,Service,05/18/21
DEN,Gensco,V10328003,W1073492,3308.45,3236.77,-11.15,Entry Error - Tire Press,Service,07/26/21
DEN,Gensco,V10313182,W1063805,273.62,267.68,-5.94,Part Pricing - Raymond,Service,02/19/21
DEN,Gensco,V10321612,W1063804,111.01,136.87,-6.02,Part Pricing - Raymond,Service,05/18/21
DEN,Gensco,V10328003,W1073492,3308.45,3236.77,-60.53,Part Pricing - Raymond,Service,07/26/21
DEN,Home Depot,V10308944,SM1127679,91.04,85.00,-6.04,Consumables,Service,01/07/21
DEN,Home Depot,V10308947,SM1127667,102.36,75.00,-27.36,Consumables,Service,01/07/21
DEN,Home Depot,V10309475,SM1128971,123.80,85.00,-38.80,Consumables,Service,01/13/21
DEN,Home Depot,V10309644,SM1127992,90.98,85.00,-5.98,Consumables,Service,01/15/21
DEN,Home Depot,V10310199,SM1129006,68.38,55.00,-13.38,Consumables,Service,01/20/21
DEN,Home Depot,V10310283,SM1128981,64.98,55.00,-9.98,Consumables,Service,01/21/21
DEN,Home Depot,V10312454,SM1128985,85.71,75.00,-10.71,Consumables,Service,02/12/21
DEN,Home Depot,V10312455,SM1128986,95.71,85.00,-10.71,Consumables,Service,02/12/21
DEN,Home Depot,V10312457,SM1128984,65.71,55.00,-10.71,Consumables,Service,02/12/21
DEN,Home Depot,V10312460,SM1128983,95.71,85.00,-10.71,Consumables,Service,02/12/21
DEN,Home Depot,V10314159,SM1130104,91.04,85.00,-6.04,Consumables,Service,03/02/21
DEN,Home Depot,V10315548,SM1127702,101.92,85.00,-16.92,Consumables,Service,03/17/21
DEN,Home Depot,V10315801,SM1131785,101.92,85.00,-16.92,Consumables,Service,03/19/21
DEN,Home Depot,V10316574,SM1131239,90.56,75.00,-15.56,Consumables,Service,03/26/21
DEN,Home Depot,V10316575,SM1131564,90.08,85.00,-5.08,Consumables,Service,03/26/21
DEN,Home Depot,V10316579,SM1131912,125.34,85.00,-40.34,Consumables,Service,03/26/21
DEN,Home Depot,V10318002,SM1132249,111.44,85.00,-26.44,Consumables,Service,04/09/21
DEN,Home Depot,V10318274,SM1132629,90.08,85.00,-5.08,Consumables,Service,04/13/21
DEN,Home Depot,V10318295,SM1132636,94.85,85.00,-9.85,Consumables,Service,04/13/21
DEN,Home Depot,V10318301,SM1132635,95.07,85.00,-10.07,Consumables,Service,04/13/21
DEN,Home Depot,V10319198,SM1132639,90.08,85.00,-5.08,Consumables,Service,04/22/21
DEN,Home Depot,V10320022,SM1133765,80.08,75.00,-5.08,Consumables,Service,04/30/21
DEN,Home Depot,V10320025,SM1133762,98.50,85.00,-13.50,Consumables,Service,04/30/21
DEN,Home Depot,V10320046,SM1132265,97.08,85.00,-12.08,Consumables,Service,04/30/21
DEN,Home Depot,V10323034,SM1134872,107.00,85.00,-22.00,Consumables,Service,06/03/21
DEN,Home Depot,V10323046,SM1134870,111.99,85.00,-26.99,Consumables,Service,06/03/21
DEN,Home Depot,V10323128,SM1134883,101.92,85.00,-16.92,Consumables,Service,06/04/21
DEN,Home Depot,V10324372,SM1135463,109.24,85.00,-22.96,Consumables,Service,06/17/21
DEN,Home Depot,V10324470,SM1134878,118.42,75.00,-42.29,Consumables,Service,06/17/21
DEN,Home Depot,V10324870,SM1135445,115.92,85.00,-30.92,Consumables,Service,06/23/21
DEN,Home Depot,V10324994,SM1135460,107.96,85.00,-22.96,Consumables,Service,06/24/21
DEN,Home Depot,V10325013,SM1135465,107.96,85.00,-22.96,Consumables,Service,06/24/21
DEN,Home Depot,V10327046,SM1136671,90.08,85.00,-5.08,Consumables,Service,07/16/21
DEN,Home Depot,V10327047,SM1136669,112.36,85.00,-27.36,Consumables,Service,07/16/21
DEN,Home Depot,V10328292,SM1137154,80.48,75.00,-5.48,Consumables,Service,07/27/21
DEN,Home Depot,V10328475,SM1137445,90.08,85.00,-5.08,Consumables,Service,07/29/21
DEN,Home Depot,V10328486,SM1137452,102.14,85.00,-17.14,Consumables,Service,07/29/21
DEN,Home Depot,V10329134,SM1136658,91.76,86.28,-5.48,Consumables,Service,08/03/21
DEN,Home Depot,V10329142,SM1136651,90.48,85.00,-5.48,Consumables,Service,08/03/21
DEN,Home Depot,V10330090,SM1138323,90.48,85.00,-5.48,Consumables,Service,08/12/21
DEN,Home Depot,V10330333,SM1138322,94.85,85.00,-9.85,Consumables,Service,08/16/21
DEN,Home Depot,V10331767,SM1138920,113.81,85.00,-28.81,Consumables,Service,08/30/21
DEN,Home Depot,V10332050,SM1138540,96.26,86.28,-9.98,Consumables,Service,08/31/21
DEN,Home Depot,V10332631,SM1138538,95.09,76.13,-18.96,Consumables,Service,09/08/21
DEN,Home Depot,V10333769,SM1138985,68.38,55.00,-13.38,Consumables,Service,09/17/21
DEN,Home Depot,V10333770,SM1138984,95.07,85.00,-10.07,Consumables,Service,09/17/21
DEN,Home Depot,V10334676,SM1140177,93.18,75.00,-18.18,Consumables,Service,09/27/21
DEN,Home Depot,V10334926,SM1140181,92.22,85.00,-7.22,Consumables,Service,09/28/21
DEN,Home Depot,V10335029,SM1140178,94.28,85.00,-9.28,Consumables,Service,09/29/21
DEN,Home Depot,V10335668,SM1140550,102.36,75.00,-27.36,Consumables,Service,10/05/21
DEN,Home Depot,V10335671,SM1140562,90.48,85.00,-5.48,Consumables,Service,10/05/21
DEN,Home Depot,V10335682,SM1140565,111.56,75.00,-36.56,Consumables,Service,10/05/21
DEN,Home Depot,V10335692,SM1139855,92.22,85.00,-7.22,Consumables,Service,10/05/21
DEN,Home Depot,V10335693,SM1139854,102.36,75.00,-27.36,Consumables,Service,10/05/21
DEN,Home Depot,V10336297,SM1140572,114.34,85.00,-29.34,Consumables,Service,10/11/21
DEN,Home Depot,V10310189,W1065978,534.64,502.49,-32.15,Entry Error - Freight,Service,01/20/21
DEN,Home Depot,V10320358,W1069620,1119.83,1007.68,-70.47,Entry Error - Freight,Service,04/02/21
DEN,Home Depot,V10323371,W1073833,835.73,833.74,15.01,Entry Error - Freight,Service,06/08/21
DEN,Home Depot,V10328828,W1074766,348.07,300.04,-48.03,Entry Error - Freight,Service,07/30/21
DEN,Home Depot,V10329473,W1076957,943.90,820.42,-84.06,Entry Error - Freight,Service,08/05/21
DEN,Home Depot,V10329553,W1077342,1693.57,1605.75,20.39,Entry Error - Freight,Service,08/06/21
DEN,Home Depot,V10337080,W1078838,1671.86,1547.79,-15.06,Entry Error - Freight,Service,10/14/21
DEN,Home Depot,V10330088,W1077753,451.46,440.92,4.89,Entry Error - Labor Quantity,Service,08/12/21
DEN,Home Depot,V10329013,W1076308,637.94,604.67,60.62,Entry Error - Part Pricing,Service,07/31/21
DEN,Home Depot,V10323331,W1073659,1022.30,992.01,-8.92,Entry Error - Part Quantity,Service,06/07/21
DEN,Home Depot,V10323371,W1073833,835.73,833.74,-0.83,Entry Error - Travel Rate,Service,06/08/21
DEN,Home Depot,V10324992,W1074222,386.82,356.08,-0.83,Entry Error - Travel Rate,Service,06/10/21
DEN,Home Depot,V10314269,W1068911,275.54,220.77,0.51,Incorrect Labor Rate,Service,03/03/21
DEN,Home Depot,V10315308,W1069186,159.79,151.77,0.69,Incorrect Labor Rate,Service,03/12/21
DEN,Home Depot,V10315320,W1069257,195.48,188.08,0.76,Incorrect Labor Rate,Service,03/12/21
DEN,Home Depot,V10315521,W1069105,458.89,446.76,2.93,Incorrect Labor Rate,Service,03/17/21
DEN,Home Depot,V10315578,W1068965,607.94,592.10,4.68,Incorrect Labor Rate,Service,03/17/21
DEN,Home Depot,V10321813,W1071866,1881.98,1546.04,-238.67,Incorrect Labor Rate,Service,05/20/21
DEN,Home Depot,V10329013,W1076308,637.94,604.67,2.11,Incorrect Labor Rate,Service,07/31/21
DEN,Home Depot,V10324369,SM1135439,86.28,85.00,-1.28,Incorrect PM Rate,Service,06/17/21
DEN,Home Depot,V10324368,SM1135440,76.13,75.00,-1.13,Incorrect PM Rate,Service,06/17/21
DEN,Home Depot,V10324370,SM1135441,55.83,55.00,-0.83,Incorrect PM Rate,Service,06/17/21
DEN,Home Depot,V10324371,SM1135438,86.28,85.00,-1.28,Incorrect PM Rate,Service,06/17/21
DEN,Home Depot,V10324372,SM1135463,109.24,85.00,-1.28,Incorrect PM Rate,Service,06/17/21
DEN,Home Depot,V10324384,SM1135449,86.28,85.00,-1.28,Incorrect PM Rate,Service,06/17/21
DEN,Home Depot,V10324470,SM1134878,118.42,75.00,-1.13,Incorrect PM Rate,Service,06/17/21
DEN,Home Depot,V10324992,W1074222,386.82,356.08,-26.76,Part Pricing - Misc,Service,06/10/21
DEN,Home Depot,V10309416,W1066037,605.83,537.82,-68.01,Part Pricing - Raymond,Service,01/13/21
DEN,Home Depot,V10309480,W1066263,271.20,258.47,-12.73,Part Pricing - Raymond,Service,01/13/21
DEN,Home Depot,V10309554,W1066151,361.54,306.26,-55.28,Part Pricing - Raymond,Service,01/13/21
DEN,Home Depot,V10310184,W1066262,1520.53,1427.13,-93.40,Part Pricing - Raymond,Service,01/20/21
DEN,Home Depot,V10310194,W1066625,600.51,567.89,-32.62,Part Pricing - Raymond,Service,01/20/21
DEN,Home Depot,V10310200,W1066453,506.48,496.42,-10.06,Part Pricing - Raymond,Service,01/20/21
DEN,Home Depot,V10310279,W1066494,288.96,285.95,-3.01,Part Pricing - Raymond,Service,01/21/21
DEN,Home Depot,V10312571,W1067702,304.08,298.72,-5.36,Part Pricing - Raymond,Service,02/12/21
DEN,Home Depot,V10313323,W1067760,2160.46,2012.55,-147.91,Part Pricing - Raymond,Service,02/22/21
DEN,Home Depot,V10313763,W1068117,1240.03,1149.24,-90.79,Part Pricing - Raymond,Service,02/25/21
DEN,Home Depot,V10313784,W1068497,347.64,320.00,-27.64,Part Pricing - Raymond,Service,02/25/21
DEN,Home Depot,V10314222,W1068792,702.43,602.67,-99.76,Part Pricing - Raymond,Service,03/03/21
