Branch,Customer Name,Invoice,Work Order, QW Total , SAP Total , Discrepancy ,Cause,Dept Impacted,Date
SLC,Amazon,V30100023,W352653,228.24,318.24,90.00,Entry Error - Labor Quantity,Service,04/02/21
SLC,Amazon,V30100245,W352894,468.74,164.20,-180.00,Entry Error - Labor Quantity,Service,04/09/21
SLC,Amazon,V30100471,W353163,935.20,1062.00,172.80,Entry Error - Labor Quantity,Service,04/16/21
SLC,Amazon,V30101288,W353086,244.35,270.00,25.65,Entry Error - Labor Quantity,Service,04/30/21
SLC,Amazon,V30101289,W353366,562.34,550.92,24.75,Entry Error - Labor Quantity,Service,04/30/21
SLC,Amazon,V30102346,W354184,758.85,701.93,-7.20,Entry Error - Labor Quantity,Service,06/03/21
SLC,Amazon,V30097539,W351203,228.00,225.00,-3.00,Entry Error - Misc Charge,Service,02/02/21
SLC,Amazon,V30097542,W351047,57.60,67.50,9.90,Entry Error - Misc Charge,Service,03/26/21
SLC,Amazon,V30097543,W351051,222.24,225.00,2.76,Entry Error - Misc Charge,Service,03/26/21
SLC,Amazon,V30097544,W351753,57.60,67.50,9.90,Entry Error - Misc Charge,Service,03/26/21
SLC,Amazon,V30100429,W353258,57.60,120.00,62.40,Entry Error - Misc Charge,Service,06/22/21
SLC,Amazon,V30100430,W353259,57.60,120.00,62.40,Entry Error - Misc Charge,Service,06/22/21
SLC,Amazon,V30100431,W353260,57.60,120.00,62.40,Entry Error - Misc Charge,Service,06/22/21
SLC,Amazon,V30100438,W353261,57.60,120.00,62.40,Entry Error - Misc Charge,Service,06/22/21
SLC,Amazon,V30100441,W353263,57.60,120.00,62.40,Entry Error - Misc Charge,Service,06/22/21
SLC,Amazon,V30100445,W353264,57.60,120.00,62.40,Entry Error - Misc Charge,Service,06/22/21
SLC,Amazon,V30101199,W353592,57.60,120.00,62.40,Entry Error - Misc Charge,Service,06/22/21
SLC,Amazon,V30103983,W355539,57.60,300.00,242.40,Entry Error - Misc Charge,Service,08/02/21
SLC,Amazon,V30103984,W355540,57.60,300.00,242.40,Entry Error - Misc Charge,Service,08/02/21
SLC,Amazon,V30103985,W355541,57.60,300.00,242.40,Entry Error - Misc Charge,Service,08/02/21
SLC,Amazon,V30106699,W356820,1536.00,1107.00,-429.00,Entry Error - Misc Charge,Service,09/30/21
SLC,Amazon,V30107198,W357147,462.50,492.50,30.00,Entry Error - Part Pricing,Service,10/15/21
SLC,Amazon,V30101917,W353878,733.44,765.19,90.00,Entry Error - Travel Quantity,Service,05/20/21
SLC,Amazon,V30100022,W352841,180.00,90.00,-90.00,Entry Error - Travel Quantity,Service,06/22/21
SLC,Amazon,V30103703,W355100,711.77,604.33,-51.30,Entry Error - Travel Quantity,Service,07/16/21
SLC,Amazon,V30096737,W351060,995.14,932.36,-50.00,Environmental Fee,Service,01/05/21
SLC,Amazon,V30096799,W351254,713.45,660.96,-50.00,Environmental Fee,Service,01/08/21
SLC,Amazon,V30096911,W351343,122.06,112.50,-9.56,Environmental Fee,Service,01/12/21
SLC,Amazon,V30096910,W351345,976.66,835.92,-24.48,Environmental Fee,Service,01/12/21
SLC,Amazon,V30096912,W351354,244.13,225.00,-19.13,Environmental Fee,Service,01/12/21
SLC,Amazon,V30096736,W351172,740.07,680.16,-50.00,Environmental Fee,Service,01/13/21
SLC,Amazon,V30097052,SM3039758-2,628.22,557.40,-38.33,Environmental Fee,Service,01/15/21
SLC,Amazon,V30097144,W351518,269.51,247.50,-21.11,Environmental Fee,Service,01/19/21
SLC,Amazon,V30097374,W351037,292.95,270.00,-22.95,Environmental Fee,Service,01/25/21
SLC,Amazon,V30097376,W351534,664.23,596.96,-44.03,Environmental Fee,Service,01/25/21
SLC,Amazon,V30097375,W351628,48.83,45.00,-3.83,Environmental Fee,Service,01/25/21
SLC,Amazon,V30097439,SM3039723,64.02,59.00,-5.02,Environmental Fee,Service,01/26/21
SLC,Amazon,V30097441,SM3039724,64.02,59.00,-5.02,Environmental Fee,Service,01/26/21
SLC,Amazon,V30097440,SM3039726,64.02,59.00,-5.02,Environmental Fee,Service,01/26/21
SLC,Amazon,V30097442,SM3039758-1,86.80,80.00,-6.80,Environmental Fee,Service,01/26/21
SLC,Amazon,V30097427,W351549,407.29,368.59,-26.78,Environmental Fee,Service,01/26/21
SLC,Amazon,V30097428,W351650,317.36,292.50,-24.86,Environmental Fee,Service,01/26/21
SLC,Amazon,V30097496,SM3039759,86.80,80.00,-6.80,Environmental Fee,Service,01/27/21
SLC,Amazon,V30097551,W351626,229.75,157.50,-18.00,Environmental Fee,Service,01/28/21
SLC,Amazon,V30097863,W351034,746.60,427.50,-50.00,Environmental Fee,Service,02/04/21
SLC,Amazon,V30097862,W351277,439.43,405.00,-34.43,Environmental Fee,Service,02/05/21
SLC,Amazon,V30097864,W351802,219.71,202.50,-17.21,Environmental Fee,Service,02/05/21
SLC,Amazon,V30098284,SM3039760,86.80,80.00,-6.80,Environmental Fee,Service,02/17/21
SLC,Amazon,V30098283,SM3039761,86.80,80.00,-6.80,Environmental Fee,Service,02/17/21
SLC,Amazon,V30098280,SM3040211,81.38,75.00,-6.38,Environmental Fee,Service,02/17/21
SLC,Amazon,V30098282,SM3040214,81.38,75.00,-6.38,Environmental Fee,Service,02/17/21
SLC,Amazon,V30098279,SM3040216,81.38,75.00,-6.38,Environmental Fee,Service,02/17/21
SLC,Amazon,V30098278,SM3040217,81.38,75.00,-6.38,Environmental Fee,Service,02/17/21
SLC,Amazon,V30098281,SM3040218,81.38,75.00,-6.38,Environmental Fee,Service,02/17/21
SLC,Amazon,V30098668,SM3039711,81.38,75.00,-6.38,Environmental Fee,Service,02/25/21
SLC,Amazon,V30098662,SM3039712,81.38,75.00,-6.38,Environmental Fee,Service,02/25/21
SLC,Amazon,V30098663,SM3039714,81.38,75.00,-6.38,Environmental Fee,Service,02/25/21
SLC,Amazon,V30098665,SM3039717,81.38,75.00,-6.38,Environmental Fee,Service,02/25/21
SLC,Amazon,V30098664,SM3039718,81.38,75.00,-6.38,Environmental Fee,Service,02/25/21
SLC,Amazon,V30098666,SM3039731,81.38,75.00,-6.38,Environmental Fee,Service,02/25/21
SLC,Amazon,V30098667,SM3040210,81.38,75.00,-6.38,Environmental Fee,Service,02/25/21
SLC,Amazon,V30098670,SM3040212,81.38,75.00,-6.38,Environmental Fee,Service,02/25/21
SLC,Amazon,V30098779,SM3040200-1,86.80,80.00,-6.80,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098781,SM3040201,64.02,59.00,-5.02,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098780,SM3040202,64.02,59.00,-5.02,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098789,SM3040206,86.80,80.00,-6.80,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098777,SM3040207,86.80,80.00,-6.80,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098776,SM3040209,86.80,80.00,-6.80,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098782,SM3040215,64.02,59.00,-5.02,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098785,SM3040478,81.38,75.00,-6.38,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098786,SM3040480,86.80,80.00,-6.80,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098787,SM3040482,86.80,80.00,-6.80,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098788,SM3040483,86.80,80.00,-6.80,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098479,W351889,432.77,410.96,-29.91,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098480,W351890,244.13,225.00,-19.13,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098478,W351891,73.24,67.50,-5.74,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098659,W351898,712.91,628.14,-38.25,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098477,W351915,292.95,270.00,-22.95,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098482,W351922,170.89,157.50,-13.39,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098481,W351930,73.24,67.50,-5.74,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098476,W351935,545.52,498.87,-31.59,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098661,W352150,48.83,45.00,-3.83,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098660,W352153,240.85,207.16,-11.55,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098775,W352289,73.24,67.50,-5.74,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098774,W352293,173.97,159.88,-13.39,Environmental Fee,Service,02/26/21
SLC,Amazon,V30098669,SM3039727,64.02,59.00,-5.02,Environmental Fee,Service,03/02/21
SLC,Amazon,V30098669,SM3039727-1,64.02,59.00,-5.02,Environmental Fee,Service,03/02/21
SLC,Amazon,V30099038,SM3039727-2,374.72,318.30,-15.30,Environmental Fee,Service,03/05/21
SLC,Amazon,V30099037,SM3040200-2,308.61,270.18,-13.39,Environmental Fee,Service,03/05/21
SLC,Amazon,V30099073,W351870,8233.51,5609.71,-50.00,Environmental Fee,Service,03/05/21
SLC,Amazon,V30099040,W351948,195.30,180.00,-15.30,Environmental Fee,Service,03/05/21
SLC,Amazon,V30099154,W352337,341.78,315.00,-26.78,Environmental Fee,Service,03/11/21
SLC,Amazon,V30099039,W352328,97.65,90.00,-7.65,Environmental Fee,Service,03/19/21
SLC,Amazon,V30099780,SM3040695,64.02,59.00,-5.02,Environmental Fee,Service,03/26/21
SLC,Amazon,V30099776,SM3040696,86.80,80.00,-6.80,Environmental Fee,Service,03/26/21
SLC,Amazon,V30099779,SM3040697-1,94.26,87.46,-6.80,Environmental Fee,Service,03/26/21
SLC,Amazon,V30099774,SM3040697-2,126.76,116.15,-5.74,Environmental Fee,Service,03/26/21
SLC,Amazon,V30099775,SM3040698,86.80,80.00,-6.80,Environmental Fee,Service,03/26/21
SLC,Amazon,V30099781,SM3040699,86.80,80.00,-6.80,Environmental Fee,Service,03/26/21
SLC,Amazon,V30099782,SM3040700,86.80,80.00,-6.80,Environmental Fee,Service,03/26/21
SLC,Amazon,V30099777,SM3040703,64.02,59.00,-5.02,Environmental Fee,Service,03/26/21
SLC,Amazon,V30099778,SM3040704,64.02,59.00,-5.02,Environmental Fee,Service,03/26/21
SLC,Amazon,V30099772,W352482,759.79,742.58,-17.21,Environmental Fee,Service,03/26/21
SLC,Amazon,V30099773,W352673,123.04,112.50,-10.54,Environmental Fee,Service,03/26/21
SLC,Amazon,V30100025,W352669,449.43,524.52,-32.64,Environmental Fee,Service,04/02/21
SLC,Amazon,V30100027,W352883,253.59,266.23,-19.13,Environmental Fee,Service,04/02/21
SLC,Amazon,V30100244,W352317,136.26,119.62,-7.65,Environmental Fee,Service,04/09/21
SLC,Amazon,V30100310,W353083,219.71,202.50,-17.21,Environmental Fee,Service,04/09/21
SLC,Amazon,V30100309,W353089,170.89,157.50,-13.39,Environmental Fee,Service,04/09/21
SLC,Amazon,V30099784,SM3040701,86.80,80.00,-6.80,Environmental Fee,Service,04/13/21
SLC,Amazon,V30099783,SM3040702,86.80,80.00,-6.80,Environmental Fee,Service,04/13/21
SLC,Amazon,V30100469,SM3040705,86.80,80.00,-6.80,Environmental Fee,Service,04/16/21
SLC,Amazon,V30100470,W353190,145.50,135.00,-11.40,Environmental Fee,Service,04/16/21
SLC,Amazon,V30100919,SM3041219,64.02,59.00,-5.02,Environmental Fee,Service,04/23/21
SLC,Amazon,V30100920,SM3041226,86.80,80.00,-6.80,Environmental Fee,Service,04/23/21
SLC,Amazon,V30100921,SM3041228,86.80,80.00,-6.80,Environmental Fee,Service,04/23/21
SLC,Amazon,V30100918,SM3041229,86.80,80.00,-6.80,Environmental Fee,Service,04/23/21
SLC,Amazon,V30100924,SM3041230,86.80,80.00,-6.80,Environmental Fee,Service,04/23/21
SLC,Amazon,V30100925,SM3041231,86.80,80.00,-6.80,Environmental Fee,Service,04/23/21
SLC,Amazon,V30100922,SM3041232,86.80,80.00,-6.80,Environmental Fee,Service,04/23/21
SLC,Amazon,V30100923,SM3041300,86.80,80.00,-6.80,Environmental Fee,Service,04/23/21
SLC,Amazon,V30100953,SM3041322,94.26,87.46,-6.80,Environmental Fee,Service,04/23/21
SLC,Amazon,V30100951,SM3041328,86.80,80.00,-6.80,Environmental Fee,Service,04/23/21
SLC,Amazon,V30100745,SM3041341,86.80,80.00,-6.80,Environmental Fee,Service,04/23/21
SLC,Amazon,V30100747,SM3041343,86.80,80.00,-6.80,Environmental Fee,Service,04/23/21
SLC,Amazon,V30100916,W353279,122.06,112.50,-9.56,Environmental Fee,Service,04/23/21
SLC,Amazon,V30101293,W353550,97.65,90.00,-7.65,Environmental Fee,Service,04/30/21
SLC,Amazon,V30101294,W353551,311.78,280.35,-19.13,Environmental Fee,Service,04/30/21
SLC,Amazon,V30101352,W353647,630.33,576.40,-21.04,Environmental Fee,Service,05/04/21
SLC,Amazon,V30101509,W353641,170.89,157.50,-13.39,Environmental Fee,Service,05/07/21
SLC,Amazon,V30101657,W353756,636.67,586.31,-24.86,Environmental Fee,Service,05/13/21
SLC,Amazon,V30101724,W353728,1332.75,1204.40,-50.00,Environmental Fee,Service,05/14/21
SLC,Amazon,V30101723,W353877,244.13,225.00,-19.13,Environmental Fee,Service,05/14/21
SLC,Amazon,V30101761,SM3041542,86.80,80.00,-6.80,Environmental Fee,Service,05/18/21
SLC,Amazon,V30101917,W353878,733.44,765.19,-38.25,Environmental Fee,Service,05/20/21
SLC,Amazon,V30101918,W354054,172.34,154.98,-11.48,Environmental Fee,Service,05/20/21
SLC,Amazon,V30101962,SM3040492,86.80,80.00,-6.80,Environmental Fee,Service,05/21/21
SLC,Amazon,V30101961,W353943,585.90,540.00,-45.90,Environmental Fee,Service,05/21/21
SLC,Amazon,V30102285,SM3041543,86.80,80.00,-6.80,Environmental Fee,Service,06/03/21
SLC,Amazon,V30102286,SM3041549,86.80,80.00,-6.80,Environmental Fee,Service,06/03/21
SLC,Amazon,V30102287,W354172,24.41,22.50,-1.91,Environmental Fee,Service,06/03/21
SLC,Amazon,V30102514,W354274,252.83,232.48,-19.05,Environmental Fee,Service,06/10/21
SLC,Amazon,V30102515,W354299,146.48,135.00,-11.48,Environmental Fee,Service,06/10/21
SLC,Amazon,V30102516,W354300,292.95,270.00,-22.95,Environmental Fee,Service,06/10/21
SLC,Amazon,V30102517,W354346,292.95,270.00,-22.95,Environmental Fee,Service,06/10/21
SLC,Amazon,V30100917,W353278,171.86,157.50,-13.46,Environmental Fee,Service,06/15/21
SLC,Amazon,V30102719,SM3041226-2,773.08,717.26,-50.00,Environmental Fee,Service,06/17/21
SLC,Amazon,V30102718,SM3041228-2,596.76,548.86,-42.08,Environmental Fee,Service,06/17/21
SLC,Amazon,V30102720,SM3041924,94.26,87.46,-6.80,Environmental Fee,Service,06/17/21
SLC,Amazon,V30102716,W354173,631.75,581.15,-30.60,Environmental Fee,Service,06/17/21
SLC,Amazon,V30102717,W354467,146.48,135.00,-11.48,Environmental Fee,Service,06/17/21
SLC,Amazon,V30102864,W354606,292.95,270.00,-22.95,Environmental Fee,Service,06/18/21
SLC,Amazon,V30103025,W354617,219.71,202.50,-17.21,Environmental Fee,Service,06/25/21
SLC,Amazon,V30103024,W354618,107.94,97.95,-7.65,Environmental Fee,Service,06/25/21
SLC,Amazon,V30103026,W354645,360.60,325.35,-22.95,Environmental Fee,Service,06/25/21
SLC,Amazon,V30103171,SM3041907,81.38,75.00,-6.38,Environmental Fee,Service,06/29/21
SLC,Amazon,V30103170,SM3041922-1,86.80,80.00,-6.80,Environmental Fee,Service,06/29/21
SLC,Amazon,V30103169,SM3041922-2,165.30,145.35,-7.65,Environmental Fee,Service,06/29/21
SLC,Amazon,V30103172,SM3041923,86.80,80.00,-6.80,Environmental Fee,Service,06/29/21
SLC,Amazon,V30103173,SM3041925,86.80,80.00,-6.80,Environmental Fee,Service,06/29/21
SLC,Amazon,V30103167,W354458,170.89,157.50,-13.39,Environmental Fee,Service,06/29/21
SLC,Amazon,V30103168,W354821,106.96,97.95,-7.57,Environmental Fee,Service,06/29/21
SLC,Amazon,V30103417,W354892,132.35,120.45,-9.56,Environmental Fee,Service,07/06/21
SLC,Amazon,V30103418,W354896,146.48,135.00,-11.48,Environmental Fee,Service,07/06/21
SLC,Amazon,V30103419,W354930,415.01,376.44,-28.69,Environmental Fee,Service,07/06/21
SLC,Amazon,V30103420,W354973,792.22,702.21,-50.00,Environmental Fee,Service,07/06/21
SLC,Amazon,V30103428,W355008,679.70,591.83,-27.46,Environmental Fee,Service,07/06/21
SLC,Amazon,V30103581,W355000,738.51,681.00,-32.51,Environmental Fee,Service,07/13/21
SLC,Amazon,V30103707,SM3042279-2,615.97,536.90,-28.69,Environmental Fee,Service,07/16/21
SLC,Amazon,V30103703,W355100,711.77,604.33,-31.14,Environmental Fee,Service,07/16/21
SLC,Amazon,V30103704,W355145,135.99,119.62,-7.65,Environmental Fee,Service,07/16/21
SLC,Amazon,V30103705,W355176,463.84,427.50,-36.34,Environmental Fee,Service,07/16/21
SLC,Amazon,V30103706,W355192,73.24,67.50,-5.74,Environmental Fee,Service,07/16/21
SLC,Amazon,V30103773,W355366,195.39,132.48,-13.28,Environmental Fee,Service,07/20/21
SLC,Amazon,V30103827,SM3042277-1,64.02,59.00,-5.02,Environmental Fee,Service,07/22/21
SLC,Amazon,V30103825,SM3042278-1,64.02,59.00,-5.02,Environmental Fee,Service,07/22/21
SLC,Amazon,V30103824,SM3042278-2,290.22,238.29,-7.65,Environmental Fee,Service,07/22/21
SLC,Amazon,V30103828,SM3042279-1,64.02,59.00,-5.02,Environmental Fee,Service,07/22/21
SLC,Amazon,V30103826,SM3042283,81.38,75.00,-6.38,Environmental Fee,Service,07/22/21
SLC,Amazon,V30103822,W355223,1287.50,1114.74,-46.44,Environmental Fee,Service,07/22/21
SLC,Amazon,V30103823,W355252,96.67,90.00,-7.57,Environmental Fee,Service,07/22/21
SLC,Amazon,V30104207,SM3042276-1,86.80,80.00,-6.80,Environmental Fee,Service,07/30/21
SLC,Amazon,V30104206,SM3042277-2,470.39,423.69,-20.50,Environmental Fee,Service,07/30/21
SLC,Amazon,V30104209,SM3042280,64.02,59.00,-5.02,Environmental Fee,Service,07/30/21
SLC,Amazon,V30104211,SM3042281,64.02,59.00,-5.02,Environmental Fee,Service,07/30/21
SLC,Amazon,V30104212,SM3042282,64.02,59.00,-5.02,Environmental Fee,Service,07/30/21
SLC,Amazon,V30104213,SM3042285,86.80,80.00,-6.80,Environmental Fee,Service,07/30/21
SLC,Amazon,V30104200,W353754,317.36,292.50,-24.86,Environmental Fee,Service,07/30/21
SLC,Amazon,V30104201,W355374,195.30,180.00,-15.30,Environmental Fee,Service,07/30/21
SLC,Amazon,V30104202,W355375,146.48,135.00,-11.48,Environmental Fee,Service,07/30/21
SLC,Amazon,V30104204,W355376,73.24,67.50,-5.74,Environmental Fee,Service,07/30/21
SLC,Amazon,V30104531,W355502,418.96,363.73,-21.04,Environmental Fee,Service,08/09/21
SLC,Amazon,V30104532,W355562,1929.13,1582.31,-40.32,Environmental Fee,Service,08/09/21
SLC,Amazon,V30104533,W355567,548.53,529.10,-24.63,Environmental Fee,Service,08/09/21
SLC,Amazon,V30104534,SM3042281-2,501.28,445.89,-29.30,Environmental Fee,Service,08/09/21
SLC,Amazon,V30104535,SM3042276-2,1272.36,1102.79,-46.44,Environmental Fee,Service,08/09/21
SLC,Amazon,V30104536,SM3042284,86.80,80.00,-6.80,Environmental Fee,Service,08/09/21
SLC,Amazon,V30104537,SM3042275,86.80,80.00,-6.80,Environmental Fee,Service,08/09/21
SLC,Amazon,V30104705,W355646,1268.24,1177.36,-50.00,Environmental Fee,Service,08/12/21
SLC,Amazon,V30104921,W355818,1159.59,1018.26,-50.00,Environmental Fee,Service,08/17/21
SLC,Amazon,V30104920,W355855,708.44,605.59,-30.60,Environmental Fee,Service,08/18/21
SLC,Amazon,V30097050,W351028,782.43,622.46,-139.50,Incorrect Labor Rate,Service,01/15/21
SLC,Amazon,V30097551,W351626,229.75,157.50,-54.25,Incorrect Labor Rate,Service,01/28/21
SLC,Amazon,V30098471,W351831,975.20,877.70,-63.00,Incorrect Labor Rate,Service,02/26/21
SLC,Amazon,V30099041,W352263,371.25,337.50,-33.75,Incorrect Labor Rate,Service,03/05/21
SLC,Amazon,V30098632,SM3039865-2,344.69,270.76,-35.18,Incorrect Labor Rate,Service,03/19/21
SLC,Amazon,V30098597,W351136,2014.58,1758.83,-255.75,Incorrect Labor Rate,Service,03/26/21
SLC,Amazon,V30100027,W352883,253.59,266.23,33.75,Incorrect Labor Rate,Service,04/02/21
SLC,Amazon,V30100245,W352894,468.74,164.20,-122.50,Incorrect Labor Rate,Service,04/09/21
SLC,Amazon,V30100246,W352977,156.25,112.50,-43.75,Incorrect Labor Rate,Service,04/09/21
SLC,Amazon,V30101007,W353164,125.00,90.00,-35.00,Incorrect Labor Rate,Service,05/04/21
SLC,Amazon,V30102097,SM3041518-2,8596.34,8281.34,-315.00,Incorrect Labor Rate,Service,05/25/21
SLC,Amazon,V30103773,W355366,195.39,132.48,-43.75,Incorrect Labor Rate,Service,07/20/21
SLC,Amazon,V30103815,W355013,318.75,371.25,52.50,Incorrect Labor Rate,Service,07/22/21
SLC,Amazon,V30104195,W355283,928.56,818.38,-36.00,Incorrect Labor Rate,Service,07/30/21
SLC,Amazon,V30104197,W355320,339.05,314.30,-24.75,Incorrect Labor Rate,Service,08/04/21
SLC,Amazon,V30104919,W355925,595.00,573.75,-156.25,Incorrect Labor Rate,Service,08/18/21
SLC,Amazon,V30105599,W355896,1235.27,1221.73,63.75,Incorrect Labor Rate,Service,09/01/21
SLC,Amazon,V30100025,W352669,449.43,524.52,100.20,Incorrect Rate,Service,04/02/21
SLC,Amazon,V30098003,W352023,57.60,45.00,-12.60,Incorrect Vendor Markup,Service,03/26/21
SLC,Amazon,V30102085,W353815,279.60,270.00,-9.60,Incorrect Vendor Markup,Service,06/03/21
SLC,Amazon,V30102184,W354225,57.60,510.00,452.40,Incorrect Vendor Markup,Service,06/22/21
SLC,Amazon,V30102185,W354226,432.00,510.00,78.00,Incorrect Vendor Markup,Service,06/22/21
SLC,Amazon,V30096737,W351060,995.14,932.36,-23.58,Part Pricing - Raymond,Service,01/05/21
SLC,Amazon,V30096799,W351254,713.45,660.96,-2.49,Part Pricing - Raymond,Service,01/08/21
SLC,Amazon,V30096910,W351345,976.66,835.92,-120.76,Part Pricing - Raymond,Service,01/12/21
SLC,Amazon,V30096736,W351172,740.07,680.16,-6.31,Part Pricing - Raymond,Service,01/13/21
SLC,Amazon,V30097052,SM3039758-2,628.22,557.40,-31.59,Part Pricing - Raymond,Service,01/15/21
SLC,Amazon,V30097050,W351028,782.43,622.46,-20.47,Part Pricing - Raymond,Service,01/15/21
SLC,Amazon,V30097376,W351534,664.23,596.96,-23.24,Part Pricing - Raymond,Service,01/25/21
SLC,Amazon,V30097427,W351549,407.29,368.59,-11.92,Part Pricing - Raymond,Service,01/26/21
SLC,Amazon,V30098471,W351831,975.20,877.70,-34.50,Part Pricing - Raymond,Service,02/26/21
SLC,Amazon,V30098659,W351898,712.91,628.14,-46.52,Part Pricing - Raymond,Service,02/26/21
SLC,Amazon,V30098476,W351935,545.52,498.87,-25.86,Part Pricing - Raymond,Service,02/26/21
SLC,Amazon,V30098660,W352153,240.85,207.16,-21.24,Part Pricing - Raymond,Service,02/26/21
SLC,Amazon,V30098774,W352293,173.97,159.88,-0.70,Part Pricing - Raymond,Service,02/26/21
SLC,Amazon,V30099038,SM3039727-2,374.72,318.30,-41.12,Part Pricing - Raymond,Service,03/05/21
SLC,Amazon,V30099037,SM3040200-2,308.61,270.18,-25.04,Part Pricing - Raymond,Service,03/05/21
SLC,Amazon,V30099073,W351870,8233.51,5609.71,-953.80,Part Pricing - Raymond,Service,03/05/21
SLC,Amazon,V30098632,SM3039865-2,344.69,270.76,-38.75,Part Pricing - Raymond,Service,03/19/21
SLC,Amazon,V30099774,SM3040697-2,126.76,116.15,-4.87,Part Pricing - Raymond,Service,03/26/21
SLC,Amazon,V30099804,W352321,346.74,344.64,-2.10,Part Pricing - Raymond,Service,03/26/21
SLC,Amazon,V30099785,W352630,128.61,119.83,-8.78,Part Pricing - Raymond,Service,03/30/21
SLC,Amazon,V30100025,W352669,449.43,524.52,-3.27,Part Pricing - Raymond,Service,04/02/21
SLC,Amazon,V30100024,W352786,1772.58,1628.08,-128.30,Part Pricing - Raymond,Service,04/02/21
SLC,Amazon,V30100027,W352883,253.59,266.23,-1.98,Part Pricing - Raymond,Service,04/02/21
SLC,Amazon,V30100244,W352317,136.26,119.62,-8.99,Part Pricing - Raymond,Service,04/09/21
SLC,Amazon,V30100245,W352894,468.74,164.20,-2.04,Part Pricing - Raymond,Service,04/09/21
SLC,Amazon,V30100471,W353163,935.20,1062.00,-46.00,Part Pricing - Raymond,Service,04/16/21
SLC,Amazon,V30101287,W353086,3410.20,2928.96,-481.24,Part Pricing - Raymond,Service,04/30/21
SLC,Amazon,V30101289,W353366,562.34,550.92,-36.17,Part Pricing - Raymond,Service,04/30/21
SLC,Amazon,V30101295,W353448,1026.72,876.99,-149.73,Part Pricing - Raymond,Service,04/30/21
SLC,Amazon,V30101294,W353551,311.78,280.35,-12.30,Part Pricing - Raymond,Service,04/30/21
SLC,Amazon,V30101352,W353647,630.33,576.40,-32.89,Part Pricing - Raymond,Service,05/04/21
SLC,Amazon,V30101510,W353634,755.11,711.33,-43.78,Part Pricing - Raymond,Service,05/07/21
SLC,Amazon,V30101657,W353756,636.67,586.31,-25.50,Part Pricing - Raymond,Service,05/13/21
SLC,Amazon,V30101724,W353728,1332.75,1204.40,-79.25,Part Pricing - Raymond,Service,05/14/21
SLC,Amazon,V30101917,W353878,733.44,765.19,-20.00,Part Pricing - Raymond,Service,05/20/21
SLC,Amazon,V30101918,W354054,172.34,154.98,-5.88,Part Pricing - Raymond,Service,05/20/21
SLC,Amazon,V30101959,SM3041539-2,77.12,74.20,-2.92,Part Pricing - Raymond,Service,05/21/21
SLC,Amazon,V30102100,SM3041039-2,791.36,704.60,-86.76,Part Pricing - Raymond,Service,05/25/21
SLC,Amazon,V30102105,SM3041360-2,221.58,212.22,-9.36,Part Pricing - Raymond,Service,05/25/21
SLC,Amazon,V30102346,W354184,758.85,701.93,-49.72,Part Pricing - Raymond,Service,06/03/21
SLC,Amazon,V30102345,W354185,1634.46,1535.31,-99.15,Part Pricing - Raymond,Service,06/03/21
SLC,Amazon,V30102514,W354274,252.83,232.48,-2.20,Part Pricing - Raymond,Service,06/10/21
SLC,Amazon,V30102719,SM3041226-2,773.08,717.26,-5.82,Part Pricing - Raymond,Service,06/17/21
SLC,Amazon,V30102718,SM3041228-2,596.76,548.86,-5.82,Part Pricing - Raymond,Service,06/17/21
SLC,Amazon,V30102716,W354173,631.75,581.15,-20.00,Part Pricing - Raymond,Service,06/17/21
SLC,Amazon,V30098636,W351636,352.52,345.68,-6.84,Part Pricing - Raymond,Service,06/22/21
SLC,Amazon,V30103024,W354618,107.94,97.95,-2.34,Part Pricing - Raymond,Service,06/25/21
SLC,Amazon,V30103026,W354645,360.60,325.35,-12.30,Part Pricing - Raymond,Service,06/25/21
SLC,Amazon,V30103169,SM3041922-2,165.30,145.35,-12.30,Part Pricing - Raymond,Service,06/29/21
SLC,Amazon,V30103168,W354821,106.96,97.95,-2.34,Part Pricing - Raymond,Service,06/29/21
SLC,Amazon,V30103417,W354892,132.35,120.45,-2.34,Part Pricing - Raymond,Service,07/06/21
SLC,Amazon,V30103419,W354930,415.01,376.44,-9.88,Part Pricing - Raymond,Service,07/06/21
