Billing Group,Invoice Status,Servicing Dealer,Dealer Invoice,Requested Amount,Approved Amount,Invoice Create Date,Invoice Issue?
 AR,Raymond Paid,60791,IP00031234,171.04,171.04,10-21-2021,Yes
 ARM,Raymond Paid,60791,V30107513,265.63,265.63,10-21-2021,No
 HD,Raymond Paid,60790,V10337341,330.22,330.22,10-21-2021,Yes
 TCI,Raymond Paid,60790,V10337309,358.8,358.8,10-21-2021,No
 AZ,Raymond Paid,60790,V10337326,469.34,469.34,10-21-2021,Yes
 TCI,Raymond Paid,60790,V10337306,532.25,532.25,10-21-2021,No
 AZ,Raymond Paid,60790,V10337334,559.8,559.8,10-21-2021,Yes
 AZ,Raymond Paid,60790,V10337336,559.8,559.8,10-21-2021,Yes
 ARM,Raymond Paid,60791,V30107510,658.87,658.87,10-21-2021,Yes
 ARM,Raymond Paid,60791,V30107514,668.34,668.34,10-21-2021,No
 ARM,Raymond Paid,60791,V30107511,790.61,790.61,10-21-2021,Yes
 XPO,Raymond Paid,60791,V30107507,1039.5,1039.5,10-21-2021,Yes
 ARM,Raymond Paid,60791,V30107512,1846.6,1846.6,10-21-2021,Yes
 MR,Raymond Paid,60791,IP00031284,85.6,85.6,10-22-2021,No
 ARM,Raymond Paid,60791,V30107543,113.68,113.68,10-22-2021,Yes
 ARM,Raymond Paid,60791,V30107544,137.17,137.17,10-22-2021,Yes
 HD,Raymond Paid,60790,V10337484,221.21,221.21,10-22-2021,Yes
 HS,Raymond Paid,60790,V10337480,280.93,280.93,10-22-2021,Yes
 WM,Raymond Paid,60791,V30107545,281.25,281.25,10-22-2021,No
 WM,Raymond Paid,60791,V30107546,450.61,450.61,10-22-2021,Yes
 WM,Raymond Paid,60790,V10337461,745.2,745.2,10-22-2021,No
 AZ,Raymond Paid,60790,V10337598,45,45,10-25-2021,No
 WM,Raymond Paid,60790,V10337583,56,56,10-25-2021,No
 WM,Raymond Paid,60790,V10337581,64,64,10-25-2021,Yes
 AZ,Raymond Paid,60790,V10337600,67.5,67.5,10-25-2021,No
 AZ,Raymond Paid,60790,V10337602,80,80,10-25-2021,No
 ML,Raymond Paid,60791,V30107581,81.68,81.68,10-25-2021,No
 AZ,Raymond Paid,60791,V30107576,112.5,112.5,10-25-2021,No
 MR,Raymond Paid,60791,IP00031314,118.19,118.19,10-25-2021,No
 WM,Raymond Paid,60790,V10337576,125.29,125.29,10-25-2021,Yes
 WM,Raymond Paid,60791,V30107592,150,150,10-25-2021,No
 WM,Raymond Paid,60791,V30107593,150,150,10-25-2021,No
 WM,Raymond Paid,60791,V30107596,150,150,10-25-2021,No
 WM,Raymond Paid,60791,V30107594,157.46,157.46,10-25-2021,No
 WM,Raymond Paid,60791,IP00031315,162.88,162.88,10-25-2021,No
 WM,Raymond Paid,60791,V30107595,164,164,10-25-2021,Yes
 WM,Raymond Paid,60791,V30107591,165.62,165.62,10-25-2021,No
 XPO,Raymond Paid,60791,V30107588,186.38,186.38,10-25-2021,Yes
 AZ,Raymond Paid,60790,V40006276,207,207,10-25-2021,No
 SC,Raymond Paid,60790,V10337565,219.78,219.78,10-25-2021,No
 WW,Raymond Paid,60791,V30107578,232.5,232.5,10-25-2021,Yes
 ARM,Raymond Paid,60791,V30107577,239.06,239.06,10-25-2021,No
 ML,Raymond Paid,60791,V30107582,245.03,245.03,10-25-2021,No
 WM,Raymond Paid,60790,V10337552,279.45,279.45,10-25-2021,No
 HS,Raymond Paid,60790,V10337610,302.35,302.35,10-25-2021,No
 HD,Raymond Paid,60790,V10337624,351.59,351.59,10-25-2021,Yes
 HS,Raymond Paid,60790,V10337611,370.76,370.76,10-25-2021,Yes
 XPO,Raymond Paid,60791,V30107587,391.13,391.13,10-25-2021,Yes
 XPO,Raymond Paid,60791,V30107586,394.1,394.1,10-25-2021,Yes
 XPO,Raymond Paid,60791,V30107589,420.83,420.83,10-25-2021,Yes
 XPO,Raymond Paid,60791,V30107590,440.63,440.63,10-25-2021,Yes
 AZ,Raymond Paid,60790,V10337605,470.78,470.78,10-25-2021,Yes
 WM,Raymond Paid,60790,V10337593,567.49,567.49,10-25-2021,Yes
 ML,Raymond Paid,60791,V30107580,688.8,688.8,10-25-2021,Yes
 HD,Raymond Paid,60790,V10337491,719.79,719.79,10-25-2021,Yes
 WM,Raymond Paid,60790,V10337589,777.14,777.14,10-25-2021,Yes
 ML,Raymond Paid,60791,V30107583,858.15,858.15,10-25-2021,Yes
 ML,Raymond Paid,60791,V30107601,955.22,955.22,10-25-2021,Yes
 BZ,Raymond Paid,60792,V20084799,38.5,38.5,10-26-2021,No
 BZ,Raymond Paid,60792,V20084716,48,48,10-26-2021,No
 MR,Raymond Paid,60790,IP00031386,52.41,52.41,10-26-2021,No
 BZ,Raymond Paid,60792,V20084715,65,65,10-26-2021,No
 BZ,Raymond Paid,60792,V20084720,65,65,10-26-2021,No
 AZ,Raymond Paid,60791,V30107635,75,75,10-26-2021,No
 AZ,Raymond Paid,60791,V30107638,75,75,10-26-2021,No
 AZ,Raymond Paid,60791,V30107637,80,80,10-26-2021,No
 AZ,Raymond Paid,60791,V30107640,80,80,10-26-2021,No
 MR,Raymond Paid,60790,IP00031388,84.27,84.27,10-26-2021,No
 HD,Raymond Paid,60790,V10337817,86.28,86.28,10-26-2021,Yes
 AZ,Raymond Paid,60791,V30107636,95,95,10-26-2021,No
 AZ,Raymond Paid,60791,V30107639,95,95,10-26-2021,No
 HD,Raymond Paid,60790,V10337881,107.21,107.21,10-26-2021,No
 WM,Raymond Paid,60791,V30107642,150,150,10-26-2021,No
 WM,Raymond Paid,60791,V30107644,150,150,10-26-2021,No
 WM,Raymond Paid,60791,V30107645,150,150,10-26-2021,No
 WM,Raymond Paid,60791,V30107643,157.46,157.46,10-26-2021,No
 WAY,Raymond Paid,60790,V40006283,165,165,10-26-2021,No
 MR,Raymond Paid,60791,IP00031370,175.61,175.61,10-26-2021,No
 ITL,Raymond Paid,60790,V10337813,190.18,190.18,10-26-2021,No
 WM,Raymond Paid,60791,IP00031371,204.24,204.24,10-26-2021,No
 TCI,Raymond Paid,60790,V10337908,220.8,220.8,10-26-2021,No
 HF,Raymond Paid,60790,V10337806,279.45,279.45,10-26-2021,No
 ITL,Raymond Paid,60790,V10337812,292.04,292.04,10-26-2021,Yes
 WM,Raymond Paid,60790,V10337807,294.35,294.35,10-26-2021,No
 UA,Raymond Paid,60790,V10337838,328.94,328.94,10-26-2021,Yes
 MR,Raymond Paid,60790,IP00031389,338.8,338.8,10-26-2021,No
 UA,Raymond Paid,60790,V10337906,339.15,339.15,10-26-2021,No
 WM,Raymond Paid,60790,V10337809,453.33,453.33,10-26-2021,No
 MR,Raymond Paid,60790,IP00031387,770.98,770.98,10-26-2021,No
 WM,Raymond Paid,60791,V30107318,874.99,874.99,10-26-2021,Yes
 UA,Raymond Paid,60790,V10337855,987.85,987.85,10-26-2021,No
 AR,Raymond Paid,60791,IP00031392,1379.8,1379.8,10-26-2021,No
 AZ,Raymond Paid,60790,V10337863,2890.08,2890.08,10-26-2021,No
 ML,Raymond Paid,60790,V10335303,0.1,0.1,10-27-2021,No
 ML,Raymond Paid,60790,V10331838,9.68,9.68,10-27-2021,No
 ML,Raymond Paid,60790,V10335199,19.36,19.36,10-27-2021,No
 ML,Raymond Paid,60790,V10332024,21.95,21.95,10-27-2021,No
 AZ,Raymond Paid,60790,V10338045,22.5,22.5,10-27-2021,No
 ML,Raymond Paid,60790,V10336979,44.34,44.34,10-27-2021,No
 BZ,Raymond Paid,60792,V20084964,48,48,10-27-2021,No
 WAY,Raymond Paid,60790,V40006295,72,72,10-27-2021,No
 AZ,Raymond Paid,60790,V10337982,75,75,10-27-2021,No
 AZ,Raymond Paid,60790,V10337980,80,80,10-27-2021,No
 AZ,Raymond Paid,60790,V10337963,95,95,10-27-2021,No
 AZ,Raymond Paid,60790,V10337964,95,95,10-27-2021,No
 AZ,Raymond Paid,60790,V10337965,95,95,10-27-2021,No
 AZ,Raymond Paid,60790,V10337967,95,95,10-27-2021,No
 AZ,Raymond Paid,60790,V10337968,95,95,10-27-2021,No
 AZ,Raymond Paid,60790,V10337972,95,95,10-27-2021,No
 AZ,Raymond Paid,60790,V10337973,95,95,10-27-2021,No
 AZ,Raymond Paid,60790,V10337975,95,95,10-27-2021,No
 XPO,Raymond Paid,60791,V30107707,123.75,123.75,10-27-2021,No
 SC,Raymond Paid,60790,V10338133,132.64,132.64,10-27-2021,No
 WM,Raymond Paid,60791,V30107704,150,150,10-27-2021,No
 WM,Raymond Paid,60790,V10335227,156.48,156.48,10-27-2021,No
 ML,Raymond Paid,60790,V10337742,156.8,156.8,10-27-2021,No
 ML,Raymond Paid,60790,V10331967,180,180,10-27-2021,No
 HD,Raymond Paid,60791,V30107702,217.66,217.66,10-27-2021,No
 AZ,Raymond Paid,60790,V10338006,226.52,226.52,10-27-2021,Yes
 ML,Raymond Paid,60790,V10335203,229.02,229.02,10-27-2021,No
 ML,Raymond Paid,60790,V10332016,261.25,261.25,10-27-2021,No
 ML,Raymond Paid,60790,V10332023,309.69,309.69,10-27-2021,No
 TCI,Raymond Paid,60790,V10338120,340,340,10-27-2021,Yes
 AZ,Raymond Paid,60790,V10338002,349.06,349.06,10-27-2021,Yes
 HDD,Raymond Paid,60790,V10338141,415.8,415.8,10-27-2021,No
 WM,Raymond Paid,60790,IP00031431,416.33,416.33,10-27-2021,No
 AZ,Raymond Paid,60790,V10338012,422.3,422.3,10-27-2021,Yes
 AZ,Raymond Paid,60790,V10337996,460,460,10-27-2021,No
 ML,Raymond Paid,60790,V10332129,462.84,462.84,10-27-2021,No
 AZ,Raymond Paid,60790,V10338026,508.59,508.59,10-27-2021,Yes
 AZ,Raymond Paid,60790,V10338078,515.33,515.33,10-27-2021,Yes
 AZ,Raymond Paid,60790,V10337998,557.4,557.4,10-27-2021,Yes
 AZ,Raymond Paid,60790,V10338076,596.43,596.43,10-27-2021,Yes
 HD,Raymond Paid,60790,V10338132,607.54,607.54,10-27-2021,No
 CO,Raymond Paid,60792,V20085280,651.52,651.52,10-27-2021,Yes
 UA,Raymond Paid,60790,V10338080,682.2,682.2,10-27-2021,No
 ML,Raymond Paid,60790,V10335890,694.41,694.41,10-27-2021,No
 ML,Raymond Paid,60791,V30107709,929.75,929.75,10-27-2021,Yes
 TCI,Raymond Paid,60790,V40006293,1114.8,1114.8,10-27-2021,No
 CO,Raymond Paid,60792,V20085279,1234.91,1234.91,10-27-2021,Yes
 CO,Raymond Paid,60792,V20085054,1306.52,1306.52,10-27-2021,Yes
 AZ,Raymond Paid,60790,V10337995,1381.4,1381.4,10-27-2021,No
 ML,Raymond Paid,60790,V10335316,1693.45,1693.45,10-27-2021,No
 ML,Raymond Paid,60791,V30107700,2210.12,2210.12,10-27-2021,Yes
 ML,Raymond Paid,60790,V10331961,11282.75,11282.75,10-27-2021,No
 AZ,Raymond Paid,60790,V10338221,45,45,10-28-2021,No
 AZ,Raymond Paid,60790,V10338224,45,45,10-28-2021,No
 WM,Raymond Paid,60791,IP00031585,109.36,109.36,10-28-2021,No
 AZ,Raymond Paid,60790,V40006311,130,130,10-28-2021,No
 HD,Raymond Paid,60790,V40006307,136.55,136.55,10-28-2021,No
 AZ,Raymond Paid,60790,V10338222,157.5,157.5,10-28-2021,No
 AR,Raymond Paid,60791,IP00031568,223.92,223.92,10-28-2021,No
 WM,Raymond Paid,60790,V10338228,640.47,640.47,10-28-2021,No
 KH,Raymond Paid,60790,V10338345,2092.24,2092.24,10-28-2021,No
 AR,Raymond Paid,60791,IP00031598,2263.2,2263.2,10-28-2021,No
 AR,Raymond Paid,60791,IP00031597,4936.54,4936.54,10-28-2021,Yes
 AZ,Raymond Paid,60790,V40006318,70,70,10-29-2021,No
 WM,Raymond Paid,60790,IP00031631,105.94,105.94,10-29-2021,Yes
 UA,Raymond Paid,60790,V10339270,120.16,120.16,10-29-2021,Yes
 LME,Raymond Paid,60790,V10320875,173.25,173.25,10-29-2021,No
 WM,Raymond Paid,60790,V10338424,246.23,246.23,10-29-2021,Yes
 WM,Raymond Paid,60790,V10338419,372.6,372.6,10-29-2021,No
 HF,Raymond Paid,60790,V10338458,464.61,464.61,10-29-2021,Yes
 LME,Raymond Paid,60790,V10331407,582.84,582.84,10-29-2021,No
 LME,Raymond Paid,60790,V10338407,678.34,678.34,10-29-2021,No
 WM,Raymond Paid,60790,V10338512,903.59,903.59,10-29-2021,No
 WM,Raymond Paid,60790,V10338464,950.67,950.67,10-29-2021,Yes
 KH,Raymond Paid,60790,V10338417,4315.03,4315.03,10-29-2021,No
 LME,Raymond Paid,60790,V10319474,5096.86,5096.86,10-29-2021,No
 AZ,Create,60790,V40006320,200,0,11-01-2021,No
 AZ,Raymond Paid,60791,V30107888,67.5,67.5,11-01-2021,Yes
 SC,Raymond Paid,60791,V30107902,78,78,11-01-2021,No
 SC,Raymond Paid,60791,V30107870,87,87,11-01-2021,No
 SC,Raymond Paid,60791,V30107897,87,87,11-01-2021,No
 SC,Raymond Paid,60791,V30107898,87,87,11-01-2021,No
 SC,Raymond Paid,60791,V30107899,87,87,11-01-2021,Yes
 SC,Raymond Paid,60791,V30107900,87,87,11-01-2021,No
 SC,Raymond Paid,60791,V30107901,87,87,11-01-2021,Yes
 MFD,Raymond Paid,60791,V30107708,112.5,112.5,11-01-2021,Yes
 AZ,Raymond Paid,60791,V30107861,112.5,112.5,11-01-2021,No
 SC,Raymond Paid,60791,V30107864,113.4,113.4,11-01-2021,No
 WM,Raymond Paid,60791,V30107641,128.67,128.67,11-01-2021,No
 WM,Raymond Paid,60791,V30107869,138.56,138.56,11-01-2021,No
 WM,Raymond Paid,60791,V30107703,150,150,11-01-2021,No
 WM,Raymond Paid,60791,V30107892,150,150,11-01-2021,No
 WM,Raymond Paid,60791,V30107893,150,150,11-01-2021,No
 WM,Raymond Paid,60791,V30107894,150,150,11-01-2021,No
 WM,Raymond Paid,60791,V30107896,150,150,11-01-2021,No
 AZ,Raymond Paid,60791,V30107862,153.75,153.75,11-01-2021,No
 AZ,Raymond Paid,60790,V40006324,208.8,208.8,11-01-2021,No
 XPO,Raymond Paid,60791,V30107859,271,271,11-01-2021,Yes
 WM,Raymond Paid,60791,V30107863,309.38,309.38,11-01-2021,No
 WM,Raymond Paid,60791,V30107866,309.38,309.38,11-01-2021,No
 WM,Raymond Paid,60791,V30107865,319.07,319.07,11-01-2021,No
 XPO,Raymond Paid,60791,V30107860,409.13,409.13,11-01-2021,Yes
 WM,Raymond Paid,60791,V30107868,421.88,421.88,11-01-2021,No
 KN,Raymond Paid,60791,V30107781,430.37,430.37,11-01-2021,No
 KN,Raymond Paid,60791,V30107785,628.8,628.8,11-01-2021,No
 WM,Raymond Paid,60791,V30107891,904.97,904.97,11-01-2021,Yes
 WM,Raymond Paid,60791,V30107890,1152.68,1152.68,11-01-2021,Yes
 ARM,Raymond Paid,60791,V30107889,2778.46,2778.46,11-01-2021,No
 KN,Raymond Paid,60791,V30107830,2875,2875,11-01-2021,Yes
 AZ,Raymond Paid,60790,V10338688,22.5,22.5,11-02-2021,No
 XPO,Raymond Paid,60791,V30107913,24.75,24.75,11-02-2021,No
 XPO,Raymond Paid,60791,V30107915,24.75,24.75,11-02-2021,No
 XPO,Raymond Paid,60791,V30107916,24.75,24.75,11-02-2021,No
 XPO,Raymond Paid,60791,V30107917,24.75,24.75,11-02-2021,No
 BZ,Raymond Paid,60792,V20085467,38.5,38.5,11-02-2021,No
 AZ,Raymond Paid,60790,V10338701,45,45,11-02-2021,No
 XPO,Raymond Paid,60791,V30107918,99,99,11-02-2021,No
 AZ,Raymond Paid,60790,V10338707,112.5,112.5,11-02-2021,No
 AZ,Raymond Paid,60791,V30107945,112.5,112.5,11-02-2021,No
 HS,Raymond Paid,60790,V10338712,124.2,124.2,11-02-2021,No
 AZ,Raymond Paid,60790,V10338705,135,135,11-02-2021,No
 AZ,Raymond Paid,60790,V10338708,135,135,11-02-2021,No
 ITL,Raymond Paid,60790,V40006269,136.55,136.55,11-02-2021,No
 WM,Raymond Paid,60791,V30107895,150,150,11-02-2021,No
 AZ,Raymond Paid,60790,V10338711,166.18,166.18,11-02-2021,Yes
 XPO,Raymond Paid,60791,V30107914,173.25,173.25,11-02-2021,No
 AZ,Raymond Paid,60790,V10338709,180,180,11-02-2021,No
 AZ,Raymond Paid,60791,V30107947,270,270,11-02-2021,No
 AZ,Raymond Paid,60791,V30107944,312.23,312.23,11-02-2021,No
 WM,Raymond Paid,60791,IP00031697,337.69,337.69,11-02-2021,No
 WM,Raymond Paid,60790,V10338448,341.55,341.55,11-02-2021,No
 AZ,Raymond Paid,60790,V10338694,385.54,385.54,11-02-2021,Yes
 AZ,Raymond Paid,60791,V30107946,405,405,11-02-2021,No
 WM,Raymond Paid,60790,V10338453,417.89,417.89,11-02-2021,Yes
 LME,Raymond Paid,60791,V30107943,441.75,441.75,11-02-2021,No
 TCI,Raymond Paid,60790,V10338713,469.2,469.2,11-02-2021,No
 AZ,Raymond Paid,60790,V10338698,533.95,533.95,11-02-2021,Yes
 AZ,Raymond Paid,60790,V10338691,705.95,705.95,11-02-2021,Yes
 WM,Raymond Paid,60790,V10338451,740.84,740.84,11-02-2021,No
 WM,Raymond Paid,60790,V10338450,894.56,894.56,11-02-2021,No
 WM,Raymond Paid,60791,V30107922,936.53,936.53,11-02-2021,No
 XPO,Raymond Paid,60791,V30107924,2388,2388,11-02-2021,Yes
 AZ,Raymond Paid,60790,V10338787,45,45,11-03-2021,No
 AZ,Raymond Paid,60790,V10338796,90,90,11-03-2021,No
 AZ,Raymond Paid,60790,V40006327,140,140,11-03-2021,No
 AZ,Raymond Paid,60790,V10338791,157.5,157.5,11-03-2021,No
 AZ,Raymond Paid,60790,V10338794,247.5,247.5,11-03-2021,No
 AZ,Raymond Paid,60791,V30107967,510,510,11-03-2021,No
 AZ,Raymond Paid,60791,V30107969,510,510,11-03-2021,No
 MFD,Raymond Paid,60790,V40006329,523.3,523.3,11-03-2021,Yes
 CO,Raymond Paid,60792,V20085521,1056.69,1056.69,11-03-2021,Yes
 AR,Raymond Paid,60791,IP00031710,1574.65,1574.65,11-03-2021,Yes
 HD,Raymond Paid,60790,V10338909,55,55,11-04-2021,No
 HD,Raymond Paid,60790,V10338904,75,75,11-04-2021,No
 HD,Raymond Paid,60790,V10338905,85,85,11-04-2021,No
 HD,Raymond Paid,60790,V10338907,85,85,11-04-2021,No
 XPO,Raymond Paid,60791,V30108110,170.15,170.15,11-04-2021,Yes
 ARM,Raymond Paid,60791,V30108109,264.56,264.56,11-04-2021,No
 MFD,Raymond Paid,60790,V10339011,93.15,93.15,11-05-2021,No
 MFD,Raymond Paid,60790,V10339010,124.2,124.2,11-05-2021,No
 MFD,Raymond Paid,60790,V10339002,279.45,279.45,11-05-2021,No
 HD,Raymond Paid,60790,V10338996,605.93,605.93,11-05-2021,Yes
 WM,Raymond Paid,60790,V10339106,64,64,11-08-2021,Yes
 WM,Raymond Paid,60790,V10339108,64,64,11-08-2021,No
 MR,Raymond Paid,60791,IP00031776,98.66,98.66,11-08-2021,No
 WW,Raymond Paid,60790,V40006335,111.26,111.26,11-08-2021,No
 WM,Raymond Paid,60790,V10339107,125.29,125.29,11-08-2021,Yes
 WM,Raymond Paid,60790,V10339143,175,175,11-08-2021,No
 AZ,Raymond Paid,60790,V10339116,247.5,247.5,11-08-2021,No
 WM,Raymond Paid,60790,V10339115,515.43,515.43,11-08-2021,No
 WM,Raymond Paid,60790,V10339109,706.97,706.97,11-08-2021,No
 OD,Raymond Paid,60790,V10339114,775.99,775.99,11-08-2021,Yes
 TCI,Raymond Paid,60790,V10339133,1984.21,1984.21,11-08-2021,Yes
 WM,Raymond Paid,60790,V10339111,2083.72,2083.72,11-08-2021,Yes
 AZ,Raymond Paid,60791,V30108233,20,20,11-09-2021,No
 AZ,Raymond Paid,60790,V10339238,45,45,11-09-2021,No
 ML,Raymond Paid,60791,V30108278,50,50,11-09-2021,No
 AZ,Raymond Paid,60790,V10339248,59,59,11-09-2021,Yes
 AZ,Raymond Paid,60791,V30108232,60,60,11-09-2021,No
 WAY,Raymond Paid,60790,V40006340,72,72,11-09-2021,No
 AZ,Raymond Paid,60790,V10339246,80,80,11-09-2021,No
 AZ,Raymond Paid,60790,V10339247,80,80,11-09-2021,No
 AZ,Raymond Paid,60790,V10339245,90,90,11-09-2021,No
 AZ,Raymond Paid,60791,V30108274,94.75,94.75,11-09-2021,Yes
 ML,Raymond Paid,60791,V30108276,120.69,120.69,11-09-2021,Yes
 MR,Raymond Paid,60791,IP00031823,124.1,124.1,11-09-2021,No
 AZ,Raymond Paid,60790,V10339240,141.48,141.48,11-09-2021,No
 TCI,Raymond Paid,60790,V10339258,193.2,193.2,11-09-2021,No
 AZ,Raymond Paid,60791,V30108217,202.5,202.5,11-09-2021,No
 AZ,Raymond Paid,60790,V10339242,225,225,11-09-2021,No
 ML,Raymond Paid,60791,V30108277,245.03,245.03,11-09-2021,No
 AZ,Raymond Paid,60791,V30108218,247.5,247.5,11-09-2021,Yes
 SC,Raymond Paid,60791,V30108237,284.06,284.06,11-09-2021,Yes
 AZ,Raymond Paid,60791,V30108215,292.5,292.5,11-09-2021,No
 WM,Raymond Paid,60791,V30108236,292.81,292.81,11-09-2021,Yes
 SC,Raymond Paid,60791,V30108221,302.96,302.96,11-09-2021,Yes
 AZ,Raymond Paid,60791,V30108214,337.5,337.5,11-09-2021,No
 WM,Raymond Paid,60791,V30108220,365.63,365.63,11-09-2021,No
 SC,Raymond Paid,60791,V30108223,378,378,11-09-2021,No
 SC,Raymond Paid,60791,V30108225,454.16,454.16,11-09-2021,Yes
 SC,Raymond Paid,60791,V30108222,491.96,491.96,11-09-2021,Yes
 ML,Raymond Paid,60791,V30108275,494.46,494.46,11-09-2021,Yes
 SC,Raymond Paid,60791,V30108224,575.12,575.12,11-09-2021,Yes
 WM,Raymond Paid,60791,V30108229,633.77,633.77,11-09-2021,No
 SC,Raymond Paid,60791,V30108238,776.29,776.29,11-09-2021,No
 AZ,Raymond Paid,60791,V30108216,866.57,866.57,11-09-2021,Yes
 AZ,Raymond Paid,60791,V30108231,1150,1150,11-09-2021,No
 TCI,Raymond Paid,60790,V10339260,1154.2,1154.2,11-09-2021,Yes
 WM,Raymond Paid,60791,V30108219,2374.97,2374.97,11-09-2021,No
 AR,Raymond Paid,60791,IP00031841,9.09,9.09,11-10-2021,No
 MR,Raymond Paid,60790,IP00031832,24.7,24.7,11-10-2021,No
 HD,Raymond Paid,60790,V10339458,201.43,201.43,11-10-2021,No
 KH,Raymond Paid,60790,V10339313,207,207,11-10-2021,No
 AR,Raymond Paid,60791,IP00031840,347.18,347.18,11-10-2021,No
 WM,Raymond Paid,60790,V10339451,3277.88,3277.88,11-10-2021,No
 ML,Raymond Paid,60791,V30108375,40,40,11-11-2021,No
 ARM,Raymond Paid,60791,V30108371,53.13,53.13,11-11-2021,No
 ML,Raymond Paid,60791,V30108373,54.45,54.45,11-11-2021,No
 AZ,Raymond Paid,60790,V10339498,59,59,11-11-2021,No
 AZ,Raymond Paid,60790,V10339502,59,59,11-11-2021,No
 AZ,Raymond Paid,60790,V10339499,80,80,11-11-2021,No
 AZ,Raymond Paid,60790,V10339500,80,80,11-11-2021,No
 AZ,Raymond Paid,60790,V10339503,80,80,11-11-2021,No
 AZ,Raymond Paid,60791,V30108381,80,80,11-11-2021,No
 ML,Raymond Paid,60791,V30108374,85,85,11-11-2021,No
 AZ,Raymond Paid,60791,V30108376,87.46,87.46,11-11-2021,No
 AZ,Raymond Paid,60791,V30108377,87.46,87.46,11-11-2021,No
 AZ,Raymond Paid,60791,V30108378,87.46,87.46,11-11-2021,No
 AZ,Raymond Paid,60791,V30108379,87.46,87.46,11-11-2021,No
 AZ,Raymond Paid,60791,V30108380,87.46,87.46,11-11-2021,No
 XPO,Raymond Paid,60791,V30108362,124,124,11-11-2021,Yes
 BKR,Raymond Paid,60791,V3010834,216,216,11-11-2021,No
 ARM,Raymond Paid,60791,V30108370,239.07,239.07,11-11-2021,No
 ML,Raymond Paid,60791,V30108372,272.25,272.25,11-11-2021,No
 SC,Raymond Paid,60791,V30108363,378.56,378.56,11-11-2021,Yes
 AZ,Raymond Paid,60791,V30108269,510,510,11-11-2021,No
 ARM,Raymond Paid,60791,V30108368,909.58,909.58,11-11-2021,Yes
 KN,Raymond Paid,60791,V30108264,1452,1452,11-11-2021,No
 HD,Raymond Paid,60790,V10339654,86.82,86.82,11-12-2021,No
 MFD,Raymond Paid,60790,V10339661,93.15,93.15,11-12-2021,No
 KH,Raymond Paid,60790,V10339660,103.5,103.5,11-12-2021,No
 MR,Raymond Paid,60790,IP00031885,138.08,138.08,11-12-2021,No
 WM,Raymond Paid,60790,V10339609,180.09,180.09,11-12-2021,No
 HF,Raymond Paid,60790,V40006330,244.67,244.67,11-12-2021,No
 MFD,Raymond Paid,60790,V40006353,252,252,11-12-2021,No
 KH,Raymond Paid,60790,V10339659,259.56,259.56,11-12-2021,No
 HD,Raymond Paid,60790,V10339656,340.84,340.84,11-12-2021,Yes
 WM,Raymond Paid,60790,V10339650,1486.8,1486.8,11-12-2021,No
 MFD,Raymond Paid,60791,V40006350,2900.97,2900.97,11-12-2021,Yes
 WM,Raymond Paid,60790,IP00031929,43.88,43.88,11-15-2021,Yes
 WM,Raymond Paid,60790,IP00031930,68.44,68.44,11-15-2021,No
 AZ,Raymond Paid,60790,V40006358,70,70,11-15-2021,No
 WM,Raymond Paid,60790,IP00031931,82.14,82.14,11-15-2021,No
 ITL,Raymond Paid,60790,V10339707,85,85,11-15-2021,No
 KH,Raymond Paid,60790,V10339756,138,138,11-15-2021,No
 SC,Raymond Paid,60790,V40006352,138.88,138.88,11-15-2021,Yes
 WM,Raymond Paid,60790,V10339767,179.51,179.51,11-15-2021,Yes
 MR,Raymond Paid,60790,IP00031928,219.12,219.12,11-15-2021,No
 WM,Raymond Paid,60790,V10339724,298.08,298.08,11-15-2021,No
 MFD,Raymond Paid,60790,V40006360,363.91,363.91,11-15-2021,Yes
 ITL,Raymond Paid,60790,V10339709,366.03,366.03,11-15-2021,Yes
 WM,Raymond Paid,60790,V10339729,424.79,424.79,11-15-2021,Yes
 WM,Raymond Paid,60790,V10339718,640.98,640.98,11-15-2021,Yes
 WM,Raymond Paid,60790,V10339713,650.02,650.02,11-15-2021,No
 HD,Raymond Paid,60792,V20085760,673.94,673.94,11-15-2021,Yes
 MR,Raymond Paid,60790,IP00031918,4684.4,4684.4,11-15-2021,No
 UA,Approve,60790,V10339976,135.81,0,11-16-2021,Yes
 ML,Customer review iTrackEmail se,60791,V30108434,277.76,0,11-16-2021,Yes
 CO,Raymond Paid,60792,V20083695,76.63,76.63,11-16-2021,Yes
 AZ,Raymond Paid,60791,V30108436,80,80,11-16-2021,No
 AZ,Raymond Paid,60791,V30108435,135,135,11-16-2021,Yes
 WM,Raymond Paid,60790,V10339979,326.65,326.65,11-16-2021,No
 CO,Raymond Paid,60792,V20083711,481.12,481.12,11-16-2021,Yes
 CO,Raymond Paid,60792,V20083699,512.16,512.16,11-16-2021,Yes
 KH,Raymond Paid,60790,V10339974,1093.99,1093.99,11-16-2021,No
 PCS,Raymond Paid,60790,V10340010,2164.99,2164.99,11-16-2021,Yes
 AZ,Raymond Paid,60791,V30105066,13885,13885,11-16-2021,No
 AZ,Raymond Paid,60790,V40006370,140,140,11-17-2021,No
 HD,Raymond Paid,60790,V40006355,194.76,194.76,11-17-2021,No
 HD,Raymond Paid,60790,V10340154,334.96,334.96,11-17-2021,Yes
 HD,Raymond Paid,60790,V10340150,576.2,576.2,11-17-2021,No
 WM,Raymond Paid,60790,V10340157,788.67,788.67,11-17-2021,No
