Branch,Customer,Inv Number,Inv Status,Req Amt,App Amt,Inv Created,Inv Issue
SLC,Walmart,V30106515,Raymond Paid,250.0,250.0,09-27-2021,No
SLC,Walmart,V30106516,Raymond Paid,250.0,250.0,09-27-2021,No
DEN,Amazon,V10334684,Raymond Paid,360.0,360.0,09-27-2021,No
DEN,Amazon,V10334749,Raymond Paid,450.0,450.0,09-27-2021,No
SLC,Walmart,V30106497,Raymond Paid,682.38,682.38,09-27-2021,No
DEN,Aramsco,V10334607,Raymond Paid,735.23,735.23,09-27-2021,No
DEN,Aramsco,V10334625,Raymond Paid,848.09,848.09,09-27-2021,No
SLC,Walmart,V30106495,Raymond Paid,903.91,903.91,09-27-2021,No
SLC,Walmart,V30106498,Raymond Paid,1140.83,1140.83,09-27-2021,No
SLC,Walmart,V30106496,Raymond Paid,1704.63,1704.63,09-27-2021,No
DEN,HD Pro,V10334947,Raymond Paid,61.16,61.16,09-28-2021,No
DEN,HD Supply,V10334877,Raymond Paid,65.0,65.0,09-28-2021,No
DEN,HD Supply,V10334882,Raymond Paid,65.0,65.0,09-28-2021,No
DEN,HD Supply,V10334912,Raymond Paid,65.0,65.0,09-28-2021,No
DEN,Wayfair,V40006186,Raymond Paid,72.0,72.0,09-28-2021,No
DEN,HD Supply,V10334913,Raymond Paid,85.0,85.0,09-28-2021,No
DEN,Home Depot,V10334925,Raymond Paid,85.0,85.0,09-28-2021,No
SLC,GXO Logistics,V30106657,Raymond Paid,99.0,99.0,09-28-2021,No
DEN,HD Pro,V10334945,Raymond Paid,116.99,116.99,09-28-2021,No
SLC,GXO Logistics,V30106655,Raymond Paid,123.75,123.75,09-28-2021,No
DEN,KeHE,V10334928,Raymond Paid,138.0,138.0,09-28-2021,No
SLC,GXO Logistics,V30106654,Raymond Paid,329.25,329.25,09-28-2021,No
SLC,Walmart,V30106659,Raymond Paid,337.5,337.5,09-28-2021,No
SLC,Baker Dist,V30106648,Raymond Paid,435.4,435.4,09-28-2021,No
SLC,Walmart,V30106663,Raymond Paid,926.2,926.2,09-28-2021,No
SLC,Grainger,V30106621,Raymond Paid,645.0,645.0,09-29-2021,No
SLC,Amazon,V30106628,Raymond Paid,60.0,60.0,09-29-2021,No
DEN,Home Depot,V10335027,Raymond Paid,75.0,75.0,09-29-2021,No
DEN,TBC International,V10335062,Raymond Paid,85.0,85.0,09-29-2021,No
DEN,Home Depot,V10335064,Raymond Paid,85.0,85.0,09-29-2021,No
DEN,Amazon,V10335001,Raymond Paid,95.0,95.0,09-29-2021,No
DEN,Amazon,V10335004,Raymond Paid,95.0,95.0,09-29-2021,No
DEN,HD Pro,V10334987,Raymond Paid,96.61,96.61,09-29-2021,No
DEN,Home Depot,V10335034,Raymond Paid,107.21,107.21,09-29-2021,No
SLC,Amazon,V30106702,Raymond Paid,135.0,135.0,09-29-2021,No
SLC,Amazon,V30106629,Raymond Paid,180.0,180.0,09-29-2021,No
DEN,US Autoforce,V40006193,Raymond Paid,201.62,201.62,09-29-2021,No
SLC,Amazon,V30106419,Raymond Paid,225.0,225.0,09-29-2021,No
SLC,Kuehne + Nagel,V30106609,Raymond Paid,252.0,252.0,09-29-2021,No
DEN,Amazon,V10335023,Raymond Paid,382.5,382.5,09-29-2021,No
DEN,TBC International,V10335063,Raymond Paid,552.0,552.0,09-29-2021,No
SLC,Grainger,V30106619,Raymond Paid,645.0,645.0,09-29-2021,No
SLC,Grainger,V30106620,Raymond Paid,645.0,645.0,09-29-2021,No
SLC,US Autoforce,V30106607,Raymond Paid,774.0,774.0,09-29-2021,No
DEN,HD Supply,V40006198,Raymond Paid,7872.0,7872.0,09-29-2021,No
DEN,Amazon,V10335162,Raymond Paid,80.0,80.0,09-30-2021,No
DEN,Amazon,V10335164,Raymond Paid,80.0,80.0,09-30-2021,No
DEN,Amazon,V10335169,Raymond Paid,80.0,80.0,09-30-2021,No
DEN,Amazon,V10335172,Raymond Paid,80.0,80.0,09-30-2021,No
DEN,Amazon,V10335165,Raymond Paid,95.0,95.0,09-30-2021,No
DEN,Amazon,V10335144,Raymond Paid,181.5,181.5,09-30-2021,No
SLC,Americold,IP00030801,Raymond Paid,256.1,256.1,09-30-2021,No
SLC,Amazon,V30106700,Raymond Paid,300.0,300.0,09-30-2021,No
SLC,Amazon,V30106701,Raymond Paid,300.0,300.0,09-30-2021,No
DEN,Sealy Mattress,V10335182,Raymond Paid,356.85,356.85,09-30-2021,No
SLC,Americold,IP00030800,Raymond Paid,358.58,358.58,09-30-2021,No
SLC,Amazon,V30106695,Raymond Paid,510.0,510.0,09-30-2021,No
SLC,Amazon,V30106696,Raymond Paid,510.0,510.0,09-30-2021,No
DEN,US Autoforce,V10335180,Raymond Paid,552.99,552.99,09-30-2021,No
SLC,Kuehne + Nagel,V30106689,Raymond Paid,887.52,887.52,09-30-2021,No
SLC,Amazon,V30106687,Raymond Paid,2850.0,2850.0,09-30-2021,No
DEN,Amazon,V40006204,Raymond Paid,70.0,70.0,10-01-2021,No
DEN,Amazon,V10335467,Raymond Paid,80.0,80.0,10-01-2021,No
DEN,US Autoforce,V10335469,Raymond Paid,84.0,84.0,10-01-2021,No
DEN,Home Depot,V10335468,Raymond Paid,119.44,119.44,10-01-2021,No
DEN,Amazon,V40006203,Raymond Paid,150.0,150.0,10-01-2021,No
DEN,Sam's Club,V10335196,Raymond Paid,152.49,152.49,10-01-2021,No
DEN,Amazon,V10335475,Raymond Paid,400.25,400.25,10-01-2021,No
DEN,Amazon,V10335460,Raymond Paid,405.0,405.0,10-01-2021,No
DEN,Amazon,V10335464,Raymond Paid,540.0,540.0,10-01-2021,No
DEN,Amazon,V10335474,Raymond Paid,710.0,710.0,10-01-2021,No
SLC,Americold,IP00030803,Raymond Paid,1951.77,1951.77,10-01-2021,No
SLC,Lineage Logistics,IP00030819,Raymond Paid,290.32,290.32,10-04-2021,No
DEN,Amazon,V10335705,Raymond Paid,45.0,45.0,10-05-2021,No
DEN,Home Depot,V10335694,Raymond Paid,55.0,55.0,10-05-2021,No
ABQ,Bunzl,V20084552,Raymond Paid,65.0,65.0,10-05-2021,No
ABQ,Bunzl,v20084554,Raymond Paid,65.0,65.0,10-05-2021,No
ABQ,Bunzl,v20084555,Raymond Paid,65.0,65.0,10-05-2021,No
ABQ,Bunzl,V20084556,Raymond Paid,65.0,65.0,10-05-2021,No
DEN,Grainger,V10335665,Raymond Paid,75.0,75.0,10-05-2021,No
DEN,Home Depot,V10335677,Raymond Paid,75.0,75.0,10-05-2021,No
ABQ,Bunzl,V20084319,Raymond Paid,75.83,75.83,10-05-2021,No
DEN,Home Depot,V10335674,Raymond Paid,85.0,85.0,10-05-2021,No
DEN,Home Depot,V10335676,Raymond Paid,85.0,85.0,10-05-2021,No
DEN,Home Depot,V10335678,Raymond Paid,85.0,85.0,10-05-2021,No
DEN,Home Depot,V10335689,Raymond Paid,85.0,85.0,10-05-2021,No
ABQ,TBC International,V20084346,Raymond Paid,85.0,85.0,10-05-2021,No
DEN,Home Depot,V10335690,Raymond Paid,113.73,113.73,10-05-2021,No
DEN,Amazon,V10335711,Raymond Paid,135.0,135.0,10-05-2021,No
ABQ,Costco,V20084371,Raymond Paid,146.28,146.28,10-05-2021,No
DEN,Amazon,V10335706,Raymond Paid,202.5,202.5,10-05-2021,No
DEN,HD Supply,V10335666,Raymond Paid,209.2,209.2,10-05-2021,No
DEN,Walmart,V10335662,Raymond Paid,278.21,278.21,10-05-2021,No
ABQ,Harbor Freight,V20084146,Raymond Paid,398.02,398.02,10-05-2021,No
DEN,HD Supply,V10335667,Raymond Paid,1932.61,1932.61,10-05-2021,No
DEN,Amazon,V10335659,Raymond Paid,2000.0,2000.0,10-05-2021,No
DEN,Amazon,V10335768,Raymond Paid,45.0,45.0,10-06-2021,No
DEN,Amazon,V10335772,Raymond Paid,45.0,45.0,10-06-2021,No
DEN,Amazon,V10335775,Raymond Paid,45.0,45.0,10-06-2021,No
DEN,Amazon,V10335782,Raymond Paid,45.0,45.0,10-06-2021,No
SLC,Amazon,V30106875,Raymond Paid,45.0,45.0,10-06-2021,No
SLC,Amazon,V30106879,Raymond Paid,45.0,45.0,10-06-2021,No
DEN,Amazon,V10335773,Raymond Paid,59.0,59.0,10-06-2021,No
SLC,GXO Logistics,V30106872,Raymond Paid,72.38,72.38,10-06-2021,No
SLC,Amazon,V30106876,Raymond Paid,75.0,75.0,10-06-2021,No
SLC,Amazon,V30106877,Raymond Paid,75.0,75.0,10-06-2021,No
DEN,Amazon,V10335771,Raymond Paid,80.0,80.0,10-06-2021,No
DEN,Amazon,V10335776,Raymond Paid,80.0,80.0,10-06-2021,No
SLC,Amazon,V30106874,Raymond Paid,80.0,80.0,10-06-2021,No
DEN,Home Depot,V10335743,Raymond Paid,85.0,85.0,10-06-2021,No
DEN,Amazon,V10335779,Raymond Paid,90.0,90.0,10-06-2021,No
SLC,Amazon,V30106873,Raymond Paid,94.76,94.76,10-06-2021,No
DEN,TBC International,V10335755,Raymond Paid,95.0,95.0,10-06-2021,No
DEN,TBC International,V10335756,Raymond Paid,95.0,95.0,10-06-2021,No
DEN,TBC International,V10335757,Raymond Paid,95.0,95.0,10-06-2021,No
DEN,TBC International,V10335758,Raymond Paid,95.0,95.0,10-06-2021,No
DEN,Amazon,V10335769,Raymond Paid,112.5,112.5,10-06-2021,No
SLC,Lineage Logistics,IP00030862,Raymond Paid,134.04,134.04,10-06-2021,No
DEN,Amazon,V10335766,Raymond Paid,135.0,135.0,10-06-2021,No
DEN,TBC International,V40006218,Raymond Paid,160.08,160.08,10-06-2021,No
SLC,Amazon,V30106878,Raymond Paid,179.76,179.76,10-06-2021,No
DEN,HD Supply,V10335745,Raymond Paid,209.2,209.2,10-06-2021,No
DEN,TBC International,V10335754,Raymond Paid,358.8,358.8,10-06-2021,No
SLC,GXO Logistics,V30106870,Raymond Paid,1126.8,1126.8,10-06-2021,No
ABQ,Bunzl,V20084663,Raymond Paid,48.0,48.0,10-07-2021,No
ABQ,Bunzl,V20084664,Raymond Paid,48.0,48.0,10-07-2021,No
ABQ,Bunzl,V20084661,Raymond Paid,65.0,65.0,10-07-2021,No
ABQ,Bunzl,V20084667,Raymond Paid,65.0,65.0,10-07-2021,No
ABQ,Bunzl,V20084638,Raymond Paid,65.0,65.0,10-07-2021,No
ABQ,Bunzl,V20084662,Raymond Paid,65.0,65.0,10-07-2021,No
ABQ,Grainger,V20084668,Raymond Paid,75.0,75.0,10-07-2021,No
SLC,Walmart,V30106887,Raymond Paid,100.0,100.0,10-07-2021,No
SLC,Sam's Club,V30106880,Raymond Paid,132.3,132.3,10-07-2021,No
DEN,Amazon,V40006228,Raymond Paid,200.0,200.0,10-07-2021,No
DEN,HD Supply,V10335879,Raymond Paid,209.2,209.2,10-07-2021,No
DEN,KeHE,V10336005,Raymond Paid,310.5,310.5,10-07-2021,No
DEN,KeHE,V10335971,Raymond Paid,345.0,345.0,10-07-2021,No
SLC,Walmart,V30106885,Raymond Paid,357.75,357.75,10-07-2021,No
DEN,KeHE,V10335994,Raymond Paid,495.0,495.0,10-07-2021,No
DEN,KeHE,V10335995,Raymond Paid,495.0,495.0,10-07-2021,No
DEN,KeHE,V10335998,Raymond Paid,495.0,495.0,10-07-2021,No
DEN,KeHE,V10336001,Raymond Paid,495.0,495.0,10-07-2021,No
DEN,Lineage Logistics,IP00030953,Raymond Paid,28.0,28.0,10-08-2021,No
DEN,KeHE,V10336217,Raymond Paid,103.5,103.5,10-08-2021,No
DEN,Amazon,V40006231,Raymond Paid,140.0,140.0,10-08-2021,No
SLC,Americold,IP00030932,Raymond Paid,476.61,476.61,10-08-2021,No
DEN,Lineage Logistics,IP00030965,Raymond Paid,817.0,817.0,10-08-2021,No
DEN,Amazon,V10336241,Raymond Paid,45.0,45.0,10-11-2021,No
DEN,Amazon,V10336242,Raymond Paid,45.0,45.0,10-11-2021,No
DEN,Amazon,V10336243,Raymond Paid,45.0,45.0,10-11-2021,No
DEN,HD Pro,V10336253,Raymond Paid,75.0,75.0,10-11-2021,No
DEN,HD Pro,V10336256,Raymond Paid,75.0,75.0,10-11-2021,No
DEN,HD Pro,V10336257,Raymond Paid,75.0,75.0,10-11-2021,No
DEN,HD Pro,V10336260,Raymond Paid,75.0,75.0,10-11-2021,No
DEN,HD Pro,V10336261,Raymond Paid,75.0,75.0,10-11-2021,No
DEN,HD Pro,V10336262,Raymond Paid,75.0,75.0,10-11-2021,No
DEN,HD Pro,V10336263,Raymond Paid,75.0,75.0,10-11-2021,No
DEN,HD Pro,V10336265,Raymond Paid,75.0,75.0,10-11-2021,No
DEN,Home Depot,V10336294,Raymond Paid,75.0,75.0,10-11-2021,No
DEN,Home Depot,V10336323,Raymond Paid,75.0,75.0,10-11-2021,No
DEN,Home Depot,V10336411,Raymond Paid,75.0,75.0,10-11-2021,No
DEN,HD Pro,V10336252,Raymond Paid,85.0,85.0,10-11-2021,No
DEN,HD Pro,V10336258,Raymond Paid,85.0,85.0,10-11-2021,No
DEN,HD Pro,V10336264,Raymond Paid,85.0,85.0,10-11-2021,No
DEN,Home Depot,V10336271,Raymond Paid,85.0,85.0,10-11-2021,No
DEN,Home Depot,V10336272,Raymond Paid,85.0,85.0,10-11-2021,No
DEN,Home Depot,V10336316,Raymond Paid,85.0,85.0,10-11-2021,No
SLC,Walmart,V30106908,Raymond Paid,125.0,125.0,10-11-2021,No
SLC,Walmart,V30106909,Raymond Paid,125.0,125.0,10-11-2021,No
SLC,Walmart,V30106911,Raymond Paid,125.0,125.0,10-11-2021,No
SLC,Walmart,V30106913,Raymond Paid,125.0,125.0,10-11-2021,No
SLC,Sam's Club,V30106904,Raymond Paid,132.3,132.3,10-11-2021,No
DEN,HD Pro,V40006206,Raymond Paid,137.37,137.37,10-11-2021,No
SLC,Walmart,V30106910,Raymond Paid,161.44,161.44,10-11-2021,No
SLC,Kuehne + Nagel,V30106944,Raymond Paid,199.0,199.0,10-11-2021,No
SLC,GXO Logistics,V30106952,Raymond Paid,208.9,208.9,10-11-2021,No
SLC,Home Depot,V30106942,Raymond Paid,278.66,278.66,10-11-2021,No
SLC,Walmart,V30106955,Raymond Paid,309.38,309.38,10-11-2021,No
DEN,Walmart,V10336414,Raymond Paid,321.43,321.43,10-11-2021,No
SLC,Walmart,V30106961,Raymond Paid,478.13,478.13,10-11-2021,No
SLC,Walmart,V30106954,Raymond Paid,590.63,590.63,10-11-2021,No
SLC,Home Depot,V30106956,Raymond Paid,1078.34,1078.34,10-11-2021,No
SLC,Kuehne + Nagel,V30106868,Raymond Paid,45.0,45.0,10-12-2021,No
SLC,Kuehne + Nagel,V30106869,Raymond Paid,45.0,45.0,10-12-2021,No
DEN,US Autoforce,V10336463,Raymond Paid,84.0,84.0,10-12-2021,No
DEN,US Autoforce,V10336466,Raymond Paid,84.0,84.0,10-12-2021,No
DEN,Amazon,V40006240,Raymond Paid,134.22,134.22,10-12-2021,No
SLC,Walmart,V30107088,Raymond Paid,140.63,140.63,10-12-2021,No
SLC,GXO Logistics,V30107086,Raymond Paid,148.5,148.5,10-12-2021,No
DEN,KeHE,V40006238,Raymond Paid,202.86,202.86,10-12-2021,No
SLC,Walmart,V30106514,Raymond Paid,250.0,250.0,10-12-2021,No
SLC,Lineage Logistics,IP00031003,Raymond Paid,400.76,400.76,10-12-2021,No
DEN,Medline,V10333701,Raymond Paid,402.38,402.38,10-12-2021,No
SLC,Walmart,IP00031009,Raymond Paid,418.97,418.97,10-12-2021,No
SLC,Sam's Club,V30107087,Raymond Paid,446.03,446.03,10-12-2021,No
SLC,Kuehne + Nagel,V30106649,Raymond Paid,611.77,611.77,10-12-2021,No
DEN,Amazon,V10336446,Raymond Paid,645.22,645.22,10-12-2021,No
DEN,Lineage Logistics,IP00031043,Raymond Paid,893.28,893.28,10-12-2021,No
SLC,Walmart,V30107089,Raymond Paid,1434.46,1434.46,10-12-2021,No
SLC,Walmart,V30106882,Raymond Paid,2052.5,2052.5,10-12-2021,No
DEN,Wayfair,V40006245,Raymond Paid,72.0,72.0,10-13-2021,No
SLC,Grainger,V30107120,Raymond Paid,87.19,87.19,10-13-2021,No
SLC,Grainger,V30107121,Raymond Paid,87.19,87.19,10-13-2021,No
SLC,Grainger,V30107119,Raymond Paid,116.25,116.25,10-13-2021,No
SLC,Kuehne + Nagel,V30107118,Raymond Paid,124.38,124.38,10-13-2021,No
DEN,Amazon,V40006243,Raymond Paid,130.0,130.0,10-13-2021,No
SLC,Grainger,V30107122,Raymond Paid,145.32,145.32,10-13-2021,No
SLC,Lineage Logistics,IP00031075,Raymond Paid,285.72,285.72,10-13-2021,No
SLC,Amazon,V30107117,Raymond Paid,3574.68,3574.68,10-13-2021,No
DEN,Amazon,V10336691,Raymond Paid,22.5,22.5,10-14-2021,No
DEN,HD Pro,V10336702,Raymond Paid,40.78,40.78,10-14-2021,No
DEN,HD Pro,V10336705,Raymond Paid,40.78,40.78,10-14-2021,No
DEN,Amazon,V10336689,Raymond Paid,45.0,45.0,10-14-2021,No
DEN,Amazon,V10336683,Raymond Paid,59.0,59.0,10-14-2021,No
DEN,HD Pro,V10336699,Raymond Paid,61.16,61.16,10-14-2021,No
DEN,HD Pro,V10336698,Raymond Paid,75.0,75.0,10-14-2021,No
DEN,US Autoforce,V10336668,Raymond Paid,84.0,84.0,10-14-2021,No
DEN,US Autoforce,V10336670,Raymond Paid,84.0,84.0,10-14-2021,No
DEN,Amazon,V10336696,Raymond Paid,135.0,135.0,10-14-2021,No
DEN,US Autoforce,V10336611,Raymond Paid,141.32,141.32,10-14-2021,No
DEN,Amazon,V10336688,Raymond Paid,157.5,157.5,10-14-2021,No
DEN,HD Pro,V10335219,Raymond Paid,157.77,157.77,10-14-2021,No
DEN,Home Depot,V10336630,Raymond Paid,239.32,239.32,10-14-2021,No
DEN,Walmart,V10336627,Raymond Paid,1126.89,1126.89,10-14-2021,No
DEN,Walmart,V10336723,Raymond Paid,64.0,64.0,10-15-2021,No
DEN,Walmart,V10336724,Raymond Paid,64.0,64.0,10-15-2021,No
DEN,Walmart,V10336725,Raymond Paid,64.0,64.0,10-15-2021,No
DEN,Walmart,V10336727,Raymond Paid,64.0,64.0,10-15-2021,No
SLC,GXO Logistics,V30107194,Raymond Paid,74.25,74.25,10-15-2021,No
DEN,Amazon,V10336752,Raymond Paid,80.0,80.0,10-15-2021,No
DEN,US Autoforce,V10336731,Raymond Paid,84.0,84.0,10-15-2021,No
DEN,US Autoforce,V10336733,Raymond Paid,84.0,84.0,10-15-2021,No
SLC,Amazon,V30107197,Raymond Paid,90.0,90.0,10-15-2021,No
DEN,Amazon,V10336736,Raymond Paid,112.5,112.5,10-15-2021,No
SLC,GXO Logistics,V30107193,Raymond Paid,148.5,148.5,10-15-2021,No
SLC,Amazon,V30107199,Raymond Paid,225.0,225.0,10-15-2021,No
SLC,Grainger,V30107195,Raymond Paid,232.5,232.5,10-15-2021,No
SLC,Sam's Club,V30106907,Raymond Paid,287.94,287.94,10-15-2021,No
SLC,Walmart,V30107154,Raymond Paid,622.32,622.32,10-15-2021,No
DEN,TBC International,V10336764,Raymond Paid,1459.55,1459.55,10-15-2021,No
ABQ,Walmart,V10336730,Raymond Paid,1793.0,1793.0,10-15-2021,No
SLC,Kuehne + Nagel,V30107240,Raymond Paid,55.0,55.0,10-18-2021,No
DEN,Amazon,V10336830,Raymond Paid,59.0,59.0,10-18-2021,No
DEN,Amazon,V10336832,Raymond Paid,59.0,59.0,10-18-2021,No
DEN,Amazon,V10336828,Raymond Paid,80.0,80.0,10-18-2021,No
SLC,Amazon,V30107266,Raymond Paid,80.0,80.0,10-18-2021,No
SLC,Amazon,V30107260,Raymond Paid,90.0,90.0,10-18-2021,No
SLC,Amazon,V30107263,Raymond Paid,112.5,112.5,10-18-2021,No
SLC,Amazon,V30107265,Raymond Paid,165.0,165.0,10-18-2021,No
DEN,Home Depot,V10336869,Raymond Paid,218.93,218.93,10-18-2021,No
DEN,Amazon,V10336825,Raymond Paid,427.5,427.5,10-18-2021,No
SLC,GXO Logistics,V30107315,Raymond Paid,428.83,428.83,10-18-2021,No
SLC,Home Depot,V30107321,Raymond Paid,557.23,557.23,10-18-2021,No
SLC,Home Depot,V30107319,Raymond Paid,864.91,864.91,10-18-2021,No
DEN,Lineage Logistics,IP00031171,Raymond Paid,36.38,36.38,10-19-2021,No
DEN,Lineage Logistics,IP00031168,Raymond Paid,67.8,67.8,10-19-2021,No
DEN,Lineage Logistics,IP00031172,Raymond Paid,67.8,67.8,10-19-2021,No
DEN,Lineage Logistics,IP00031169,Raymond Paid,76.88,76.88,10-19-2021,No
DEN,Amazon,V10337015,Raymond Paid,80.0,80.0,10-19-2021,No
DEN,Lineage Logistics,IP00031170,Raymond Paid,95.0,95.0,10-19-2021,No
DEN,Home Depot,V10337039,Raymond Paid,102.31,102.31,10-19-2021,No
SLC,Home Depot,V30107085,Raymond Paid,236.51,236.51,10-19-2021,No
SLC,Medline,V30107362,Raymond Paid,245.03,245.03,10-19-2021,No
SLC,Amazon,V30107358,Raymond Paid,247.5,247.5,10-19-2021,No
SLC,Medline,V30107361,Raymond Paid,381.15,381.15,10-19-2021,No
DEN,Walmart,V10337110,Raymond Paid,546.48,546.48,10-19-2021,No
DEN,Walmart,V10337074,Raymond Paid,552.37,552.37,10-19-2021,No
DEN,Walmart,V10337104,Raymond Paid,2077.22,2077.22,10-19-2021,No
DEN,Lineage Logistics,IP00031174,Raymond Paid,2540.37,2540.37,10-19-2021,No
DEN,KeHE,V40006262,Raymond Paid,3453.56,3453.56,10-19-2021,No
SLC,Walmart,V30107333,Raymond Paid,4823.75,4823.75,10-19-2021,No
SLC,Kuehne + Nagel,V30107435,Raymond Paid,21.27,21.27,10-20-2021,No
DEN,Amazon,V10337155,Raymond Paid,22.5,22.5,10-20-2021,No
DEN,Amazon,V10337146,Raymond Paid,45.0,45.0,10-20-2021,No
DEN,Amazon,V10337164,Raymond Paid,67.5,67.5,10-20-2021,No
SLC,Amazon,V30107415,Raymond Paid,67.5,67.5,10-20-2021,No
DEN,Amazon,V10337156,Raymond Paid,80.0,80.0,10-20-2021,No
SLC,Americold,IP00031207,Raymond Paid,127.26,127.26,10-20-2021,No
SLC,Amazon,V30107413,Raymond Paid,180.0,180.0,10-20-2021,No
DEN,Gensco,V10337196,Raymond Paid,511.74,511.74,10-20-2021,No
SLC,Americold,IP00031206,Raymond Paid,1024.4,1024.4,10-20-2021,No
DEN,Amazon,V10337320,Raymond Paid,59.0,59.0,10-21-2021,No
DEN,Amazon,V10337312,Raymond Paid,67.5,67.5,10-21-2021,No
DEN,Amazon,V10337338,Raymond Paid,67.5,67.5,10-21-2021,No
DEN,Amazon,V10337322,Raymond Paid,95.0,95.0,10-21-2021,No
SLC,Aramsco,V30107517,Raymond Paid,95.0,95.0,10-21-2021,No
SLC,GXO Logistics,V30107519,Raymond Paid,95.0,95.0,10-21-2021,No
SLC,GXO Logistics,V30107520,Raymond Paid,95.0,95.0,10-21-2021,No
SLC,GXO Logistics,V30107522,Raymond Paid,95.0,95.0,10-21-2021,No
SLC,Aramsco,V30107515,Raymond Paid,102.46,102.46,10-21-2021,No
SLC,GXO Logistics,V30107521,Raymond Paid,110.33,110.33,10-21-2021,No
DEN,Amazon,V10337317,Raymond Paid,112.5,112.5,10-21-2021,No
DEN,Sam's Club,V10337382,Raymond Paid,112.79,112.79,10-21-2021,No
DEN,Lineage Logistics,IP00031270,Raymond Paid,133.57,133.57,10-21-2021,No
SLC,Amazon,V30107509,Raymond Paid,135.0,135.0,10-21-2021,No
SLC,Aramsco,V30107516,Raymond Paid,169.38,169.38,10-21-2021,No
SLC,Aramsco,V30107513,Raymond Paid,265.63,265.63,10-21-2021,No
DEN,TBC International,V10337309,Raymond Paid,358.8,358.8,10-21-2021,No
DEN,TBC International,V10337306,Raymond Paid,532.25,532.25,10-21-2021,No
SLC,Aramsco,V30107514,Raymond Paid,668.34,668.34,10-21-2021,No
SLC,Lineage Logistics,IP00031284,Raymond Paid,85.6,85.6,10-22-2021,No
SLC,Walmart,V30107545,Raymond Paid,281.25,281.25,10-22-2021,No
DEN,Walmart,V10337461,Raymond Paid,745.2,745.2,10-22-2021,No
DEN,Amazon,V10337598,Raymond Paid,45.0,45.0,10-25-2021,No
DEN,Walmart,V10337583,Raymond Paid,56.0,56.0,10-25-2021,No
DEN,Amazon,V10337600,Raymond Paid,67.5,67.5,10-25-2021,No
DEN,Amazon,V10337602,Raymond Paid,80.0,80.0,10-25-2021,No
SLC,Medline,V30107581,Raymond Paid,81.68,81.68,10-25-2021,No
SLC,Amazon,V30107576,Raymond Paid,112.5,112.5,10-25-2021,No
SLC,Lineage Logistics,IP00031314,Raymond Paid,118.19,118.19,10-25-2021,No
SLC,Walmart,V30107592,Raymond Paid,150.0,150.0,10-25-2021,No
SLC,Walmart,V30107593,Raymond Paid,150.0,150.0,10-25-2021,No
SLC,Walmart,V30107596,Raymond Paid,150.0,150.0,10-25-2021,No
SLC,Walmart,V30107594,Raymond Paid,157.46,157.46,10-25-2021,No
SLC,Walmart,IP00031315,Raymond Paid,162.88,162.88,10-25-2021,No
SLC,Walmart,V30107591,Raymond Paid,165.62,165.62,10-25-2021,No
DEN,Amazon,V40006276,Raymond Paid,207.0,207.0,10-25-2021,No
DEN,Sam's Club,V10337565,Raymond Paid,219.78,219.78,10-25-2021,No
SLC,Aramsco,V30107577,Raymond Paid,239.06,239.06,10-25-2021,No
SLC,Medline,V30107582,Raymond Paid,245.03,245.03,10-25-2021,No
DEN,Walmart,V10337552,Raymond Paid,279.45,279.45,10-25-2021,No
DEN,HD Supply,V10337610,Raymond Paid,302.35,302.35,10-25-2021,No
ABQ,Bunzl,V20084799,Raymond Paid,38.5,38.5,10-26-2021,No
ABQ,Bunzl,V20084716,Raymond Paid,48.0,48.0,10-26-2021,No
DEN,Lineage Logistics,IP00031386,Raymond Paid,52.41,52.41,10-26-2021,No
ABQ,Bunzl,V20084715,Raymond Paid,65.0,65.0,10-26-2021,No
ABQ,Bunzl,V20084720,Raymond Paid,65.0,65.0,10-26-2021,No
SLC,Amazon,V30107635,Raymond Paid,75.0,75.0,10-26-2021,No
SLC,Amazon,V30107638,Raymond Paid,75.0,75.0,10-26-2021,No
SLC,Amazon,V30107637,Raymond Paid,80.0,80.0,10-26-2021,No
SLC,Amazon,V30107640,Raymond Paid,80.0,80.0,10-26-2021,No
DEN,Lineage Logistics,IP00031388,Raymond Paid,84.27,84.27,10-26-2021,No
SLC,Amazon,V30107636,Raymond Paid,95.0,95.0,10-26-2021,No
SLC,Amazon,V30107639,Raymond Paid,95.0,95.0,10-26-2021,No
DEN,Home Depot,V10337881,Raymond Paid,107.21,107.21,10-26-2021,No
SLC,Walmart,V30107642,Raymond Paid,150.0,150.0,10-26-2021,No
SLC,Walmart,V30107644,Raymond Paid,150.0,150.0,10-26-2021,No
SLC,Walmart,V30107645,Raymond Paid,150.0,150.0,10-26-2021,No
SLC,Walmart,V30107643,Raymond Paid,157.46,157.46,10-26-2021,No
DEN,Wayfair,V40006283,Raymond Paid,165.0,165.0,10-26-2021,No
SLC,Lineage Logistics,IP00031370,Raymond Paid,175.61,175.61,10-26-2021,No
DEN,HD Pro,V10337813,Raymond Paid,190.18,190.18,10-26-2021,No
SLC,Walmart,IP00031371,Raymond Paid,204.24,204.24,10-26-2021,No
DEN,TBC International,V10337908,Raymond Paid,220.8,220.8,10-26-2021,No
DEN,Harbor Freight,V10337806,Raymond Paid,279.45,279.45,10-26-2021,No
DEN,Walmart,V10337807,Raymond Paid,294.35,294.35,10-26-2021,No
DEN,Lineage Logistics,IP00031389,Raymond Paid,338.8,338.8,10-26-2021,No
