Branch,Customer,Inv Number,Inv Status,Req Amt,App Amt,Inv Created,Inv Issue
SLC,DHL,V30098746,Raymond Paid,69.34,69.34,02-25-2021,No
DEN,Amazon,V10313709,Raymond Paid,75.0,75.0,02-25-2021,No
DEN,Amazon,V10313713,Raymond Paid,75.0,75.0,02-25-2021,No
SLC,Big Lots,V30098373,Raymond Paid,75.0,75.0,02-25-2021,No
DEN,Amazon,V10313699,Raymond Paid,80.0,80.0,02-25-2021,No
DEN,Amazon,V10313702,Raymond Paid,80.0,80.0,02-25-2021,No
DEN,Amazon,V10313705,Raymond Paid,80.0,80.0,02-25-2021,No
DEN,Amazon,V10313707,Raymond Paid,80.0,80.0,02-25-2021,No
ABQ,TBC International,V20078910,Raymond Paid,85.0,85.0,02-25-2021,No
SLC,Home Depot,V30098432,Raymond Paid,85.0,85.0,02-25-2021,No
ABQ,Costco,V20078965,Raymond Paid,90.0,90.0,02-25-2021,No
DEN,Home Depot,V10313779,Raymond Paid,113.65,113.65,02-25-2021,No
SLC,Home Depot,V30098593,Raymond Paid,175.2,175.2,02-25-2021,No
DEN,Amazon,V10313750,Raymond Paid,258.3,258.3,02-25-2021,No
DEN,Home Depot,V10313787,Raymond Paid,296.82,296.82,02-25-2021,No
ABQ,Costco,V20078964,Raymond Paid,455.9,455.9,02-25-2021,No
DEN,Mattress Firm,V10313810,Raymond Paid,478.8,478.8,02-25-2021,No
DEN,Sam's Club,V10313835,Raymond Paid,575.41,575.41,02-25-2021,No
SLC,Kuehne + Nagel,V30098805,Cancel,1050.15,0.0,02-26-2021,No
DEN,KeHE,V10313908,Reversed - Final,133.0,0.0,02-26-2021,No
DEN,KeHE,V10313909,Reversed - Final,199.5,0.0,02-26-2021,No
DEN,Medline,V10313897,Raymond Paid,50.0,50.0,02-26-2021,No
DEN,Medline,V10313899,Raymond Paid,50.0,50.0,02-26-2021,No
DEN,Medline,V10313905,Raymond Paid,50.0,50.0,02-26-2021,No
DEN,Medline,V10313906,Raymond Paid,50.0,50.0,02-26-2021,No
SLC,Amazon,V30098475,Raymond Paid,67.5,67.5,02-26-2021,No
DEN,Medline,V10313900,Raymond Paid,85.0,85.0,02-26-2021,No
DEN,Amazon,V10313956,Raymond Paid,337.5,337.5,02-26-2021,No
SLC,Amazon,V30098473,Raymond Paid,360.0,360.0,02-26-2021,No
DEN,Aramsco,V10313969,Raymond Paid,567.57,567.57,02-26-2021,No
DEN,Sam's Club,V10313947,Raymond Paid,1118.91,1118.91,02-26-2021,No
DEN,Amazon,V10314056,Raymond Paid,80.0,80.0,03-01-2021,No
DEN,Amazon,V10314066,Raymond Paid,80.0,80.0,03-01-2021,No
DEN,Amazon,V10314045,Raymond Paid,95.0,95.0,03-01-2021,No
DEN,Amazon,V10314049,Raymond Paid,95.0,95.0,03-01-2021,No
SLC,Amazon,V30098276,Raymond Paid,80.0,80.0,03-02-2021,No
SLC,Baker Dist,V30098291,Raymond Paid,145.79,145.79,03-02-2021,No
DEN,Sealy Mattress,V10314158,Raymond Paid,329.4,329.4,03-02-2021,No
DEN,Medline,V10314230,Raymond Paid,50.0,50.0,03-03-2021,No
DEN,Medline,V10314246,Raymond Paid,50.0,50.0,03-03-2021,No
DEN,Medline,V10314233,Raymond Paid,75.0,75.0,03-03-2021,No
DEN,HD Pro,V10314272,Raymond Paid,75.0,75.0,03-03-2021,No
DEN,HD Pro,V10314271,Raymond Paid,85.0,85.0,03-03-2021,No
DEN,HD Pro,V10314243,Raymond Paid,95.17,95.17,03-03-2021,No
DEN,Home Depot,V10314235,Raymond Paid,124.9,124.9,03-03-2021,No
DEN,KeHE,V10314265,Raymond Paid,133.0,133.0,03-03-2021,No
DEN,Harbor Freight,V10314237,Raymond Paid,302.84,302.84,03-03-2021,No
DEN,KeHE,V10314251,Raymond Paid,698.25,698.25,03-03-2021,No
DEN,Walmart,V10314219,Raymond Paid,943.31,943.31,03-03-2021,No
DEN,HD Pro,V10314351,Raymond Paid,40.17,40.17,03-04-2021,No
DEN,Sealy Mattress,V10314342,Raymond Paid,54.9,54.9,03-04-2021,No
DEN,HD Supply,V10314357,Raymond Paid,65.0,65.0,03-04-2021,No
DEN,HD Supply,V10314355,Raymond Paid,85.0,85.0,03-04-2021,No
DEN,HD Supply,V10314356,Raymond Paid,85.0,85.0,03-04-2021,No
DEN,HD Supply,V10314353,Raymond Paid,95.0,95.0,03-04-2021,No
DEN,HD Supply,V10314354,Raymond Paid,95.0,95.0,03-04-2021,No
DEN,KeHE,V10314336,Reversed - Final,232.75,116.37,03-04-2021,No
DEN,Amazon,V40005404,Raymond Paid,140.0,140.0,03-04-2021,No
DEN,Amazon,V10314309,Raymond Paid,202.5,202.5,03-04-2021,No
DEN,Walmart,V10314346,Raymond Paid,342.4,342.4,03-04-2021,No
SLC,Walmart,V10314305,Raymond Paid,799.11,799.11,03-04-2021,No
DEN,Sealy Mattress,V10314341,Raymond Paid,1070.55,1070.55,03-04-2021,No
SLC,Amazon,V30097855,Raymond Paid,270.0,270.0,03-05-2021,No
DEN,Amazon,V10314542,Raymond Paid,22.5,22.5,03-05-2021,No
DEN,Amazon,V10314543,Raymond Paid,45.0,45.0,03-05-2021,No
DEN,HD Supply,V10314550,Raymond Paid,65.0,65.0,03-05-2021,No
DEN,HD Supply,V10314549,Raymond Paid,85.0,85.0,03-05-2021,No
DEN,HD Supply,V10314547,Raymond Paid,95.0,95.0,03-05-2021,No
SLC,Baker Dist,V30098290,Raymond Paid,105.15,105.15,03-05-2021,No
DEN,Sam's Club,V10314537,Raymond Paid,129.87,129.87,03-05-2021,No
SLC,Grainger,V30099018,Raymond Paid,196.93,196.93,03-05-2021,No
DEN,Amazon,V10314545,Raymond Paid,225.0,225.0,03-05-2021,No
SLC,Grainger,V30099020,Raymond Paid,281.33,281.33,03-05-2021,No
DEN,Amazon,V40005374,Raymond Paid,20.0,20.0,03-09-2021,No
DEN,KeHE,V10315087,Raymond Paid,99.75,99.75,03-10-2021,No
DEN,Walmart,V10315001,Raymond Paid,166.73,166.73,03-10-2021,No
DEN,Walmart,V10315061,Raymond Paid,166.73,166.73,03-10-2021,No
DEN,Walmart,V10314990,Raymond Paid,167.5,167.5,03-10-2021,No
DEN,Walmart,V10315003,Raymond Paid,167.5,167.5,03-10-2021,No
DEN,Walmart,V10315004,Raymond Paid,167.5,167.5,03-10-2021,No
DEN,Walmart,V10315009,Raymond Paid,167.5,167.5,03-10-2021,No
DEN,Walmart,V10315012,Raymond Paid,167.5,167.5,03-10-2021,No
DEN,Walmart,V10315047,Raymond Paid,167.5,167.5,03-10-2021,No
DEN,Walmart,V10315057,Raymond Paid,167.5,167.5,03-10-2021,No
DEN,Walmart,V10315066,Raymond Paid,167.5,167.5,03-10-2021,No
DEN,Walmart,V10315073,Raymond Paid,167.5,167.5,03-10-2021,No
DEN,Walmart,V10315082,Raymond Paid,560.0,560.0,03-10-2021,No
DEN,Sealy Mattress,V10315168,Reversed - Final,6557.33,0.0,03-11-2021,No
DEN,Medline,V10315175,Raymond Paid,50.0,50.0,03-11-2021,No
SLC,DHL,V30099137,Raymond Paid,55.0,55.0,03-11-2021,No
DEN,Medline,V10315178,Raymond Paid,59.85,59.85,03-11-2021,No
ABQ,Bunzl,V20079284,Raymond Paid,65.0,65.0,03-11-2021,No
SLC,Medline,V30099141,Raymond Paid,65.0,65.0,03-11-2021,No
SLC,Medline,V30099143,Raymond Paid,65.0,65.0,03-11-2021,No
SLC,DHL,V30099138,Raymond Paid,74.7,74.7,03-11-2021,No
SLC,DHL,V30099139,Raymond Paid,74.7,74.7,03-11-2021,No
SLC,Home Depot,V30099157,Raymond Paid,75.0,75.0,03-11-2021,No
SLC,Medline,V30099145,Raymond Paid,79.34,79.34,03-11-2021,No
DEN,HD Pro,V10315157,Raymond Paid,85.0,85.0,03-11-2021,No
SLC,Home Depot,V30099155,Raymond Paid,85.0,85.0,03-11-2021,No
SLC,Medline,V30099142,Raymond Paid,95.0,95.0,03-11-2021,No
DEN,Walmart,V10315187,Raymond Paid,109.98,109.98,03-11-2021,No
ABQ,Walmart,V20079232,Raymond Paid,784.08,784.08,03-11-2021,No
DEN,Amazon,V10315154,Raymond Paid,1495.0,1495.0,03-11-2021,No
DEN,Walmart,V10315314,Raymond Paid,48.0,48.0,03-12-2021,No
DEN,Walmart,V10315319,Raymond Paid,80.0,80.0,03-12-2021,No
DEN,Walmart,V10315316,Raymond Paid,89.98,89.98,03-12-2021,No
DEN,Walmart,V10315311,Raymond Paid,160.9,160.9,03-12-2021,No
DEN,Walmart,V10315264,Raymond Paid,167.5,167.5,03-12-2021,No
DEN,Walmart,V10315318,Raymond Paid,172.48,172.48,03-12-2021,No
SLC,Walmart,V10314720,Raymond Paid,392.68,392.68,03-12-2021,No
DEN,US Autoforce,V10315307,Raymond Paid,452.2,452.2,03-12-2021,No
DEN,Amazon,V10315297,Raymond Paid,1500.0,1500.0,03-12-2021,No
SLC,Amazon,V30099314,Raymond Paid,45.0,45.0,03-16-2021,No
SLC,Medline,V30099286,Raymond Paid,40.0,40.0,03-16-2021,No
SLC,Amazon,V30099307,Raymond Paid,45.0,45.0,03-16-2021,No
SLC,Amazon,V30099308,Raymond Paid,45.0,45.0,03-16-2021,No
SLC,Amazon,V30099309,Raymond Paid,45.0,45.0,03-16-2021,No
SLC,Amazon,V30099310,Raymond Paid,45.0,45.0,03-16-2021,No
SLC,Amazon,V30099311,Raymond Paid,45.0,45.0,03-16-2021,No
SLC,Amazon,V30099312,Raymond Paid,45.0,45.0,03-16-2021,No
SLC,Amazon,V30099313,Raymond Paid,45.0,45.0,03-16-2021,No
SLC,Amazon,V30099315,Raymond Paid,45.0,45.0,03-16-2021,No
SLC,Amazon,V30099317,Raymond Paid,45.0,45.0,03-16-2021,No
SLC,Amazon,V30099318,Raymond Paid,45.0,45.0,03-16-2021,No
SLC,Amazon,V30099319,Raymond Paid,45.0,45.0,03-16-2021,No
SLC,DHL,V30099273,Raymond Paid,55.0,55.0,03-16-2021,No
SLC,DHL,V30099275,Raymond Paid,55.0,55.0,03-16-2021,No
SLC,DHL,V30099277,Raymond Paid,55.0,55.0,03-16-2021,No
SLC,DHL,V30099278,Raymond Paid,55.0,55.0,03-16-2021,No
SLC,Home Depot,V30099299,Raymond Paid,55.0,55.0,03-16-2021,No
SLC,Home Depot,V30099305,Raymond Paid,55.0,55.0,03-16-2021,No
SLC,DHL,V30099274,Raymond Paid,61.88,61.88,03-16-2021,No
DEN,Amazon,V10315469,Raymond Paid,75.0,75.0,03-16-2021,No
SLC,Home Depot,V30099300,Raymond Paid,75.0,75.0,03-16-2021,No
DEN,Amazon,V10315442,Raymond Paid,80.0,80.0,03-16-2021,No
DEN,Amazon,V10315456,Raymond Paid,80.0,80.0,03-16-2021,No
DEN,Amazon,V10315467,Raymond Paid,80.0,80.0,03-16-2021,No
SLC,Amazon,V30099316,Raymond Paid,80.0,80.0,03-16-2021,No
SLC,Home Depot,V30099296,Raymond Paid,85.0,85.0,03-16-2021,No
SLC,Home Depot,V30099303,Raymond Paid,85.0,85.0,03-16-2021,No
SLC,Grainger,V30099269,Raymond Paid,168.8,168.8,03-16-2021,No
DEN,US Autoforce,V10315436,Raymond Paid,197.84,197.84,03-16-2021,No
SLC,Amazon,V30099306,Raymond Paid,311.7,311.7,03-16-2021,No
SLC,Amazon,V30099321,Raymond Paid,3562.52,3562.52,03-16-2021,No
DEN,Walmart,V10315546,Raymond Paid,60.0,60.0,03-17-2021,No
DEN,Home Depot,V10315559,Raymond Paid,75.0,75.0,03-17-2021,No
DEN,Home Depot,V10315563,Raymond Paid,75.0,75.0,03-17-2021,No
DEN,Home Depot,V10315588,Raymond Paid,75.0,75.0,03-17-2021,No
DEN,Home Depot,V10315590,Raymond Paid,75.0,75.0,03-17-2021,No
DEN,Sam's Club,V10315552,Raymond Paid,78.0,78.0,03-17-2021,No
DEN,Home Depot,V10315558,Raymond Paid,85.0,85.0,03-17-2021,No
DEN,Home Depot,V10315561,Raymond Paid,85.0,85.0,03-17-2021,No
DEN,Home Depot,V10315579,Raymond Paid,85.0,85.0,03-17-2021,No
DEN,KeHE,V10315542,Raymond Paid,99.75,99.75,03-17-2021,No
DEN,KeHE,V10315543,Raymond Paid,99.75,99.75,03-17-2021,No
DEN,Harbor Freight,V40005405,Raymond Paid,186.75,186.75,03-17-2021,No
DEN,Aramsco,V10315557,Raymond Paid,197.84,197.84,03-17-2021,No
DEN,KeHE,V10315541,Raymond Paid,232.75,232.75,03-17-2021,No
DEN,Amazon,V40005432,Raymond Paid,720.0,720.0,03-17-2021,No
SLC,Medline,V30099281,Cancel,1835.3,0.0,03-18-2021,No
DEN,Amazon,V10315715,Raymond Paid,75.0,75.0,03-18-2021,No
SLC,Baker Dist,V30099021,Raymond Paid,107.52,107.52,03-18-2021,No
DEN,Walmart,V10315712,Raymond Paid,152.0,152.0,03-18-2021,No
DEN,Amazon,V10315716,Raymond Paid,157.5,157.5,03-18-2021,No
SLC,Amazon,V30098649,Raymond Paid,165.0,165.0,03-18-2021,No
DEN,Walmart,V10315670,Raymond Paid,398.22,398.22,03-18-2021,No
DEN,Walmart,V10315708,Raymond Paid,512.85,512.85,03-18-2021,No
DEN,Amazon,V10315779,Raymond Paid,45.0,45.0,03-19-2021,No
DEN,Medline,V10315852,Raymond Paid,50.0,50.0,03-19-2021,No
DEN,Medline,V10315859,Raymond Paid,50.0,50.0,03-19-2021,No
DEN,Home Depot,V10315792,Raymond Paid,55.0,55.0,03-19-2021,No
DEN,Home Depot,V10315795,Raymond Paid,55.0,55.0,03-19-2021,No
DEN,Amazon,V10315778,Raymond Paid,59.0,59.0,03-19-2021,No
DEN,Walmart,V10315829,Raymond Paid,64.0,64.0,03-19-2021,No
SLC,Amazon,V30098600,Raymond Paid,67.5,67.5,03-19-2021,No
DEN,Amazon,V10315771,Raymond Paid,75.0,75.0,03-19-2021,No
DEN,Home Depot,V10315791,Raymond Paid,75.0,75.0,03-19-2021,No
DEN,Home Depot,V10315798,Raymond Paid,75.0,75.0,03-19-2021,No
DEN,Home Depot,V10315799,Raymond Paid,75.0,75.0,03-19-2021,No
SLC,Amazon,V30098645,Raymond Paid,75.0,75.0,03-19-2021,No
SLC,Amazon,V30098639,Raymond Paid,80.0,80.0,03-19-2021,No
DEN,Home Depot,V10315782,Raymond Paid,85.0,85.0,03-19-2021,No
DEN,Home Depot,V10315783,Raymond Paid,85.0,85.0,03-19-2021,No
DEN,Home Depot,V10315784,Raymond Paid,85.0,85.0,03-19-2021,No
DEN,Home Depot,V10315785,Raymond Paid,85.0,85.0,03-19-2021,No
DEN,Home Depot,V10315788,Raymond Paid,85.0,85.0,03-19-2021,No
DEN,Home Depot,V10315789,Raymond Paid,85.0,85.0,03-19-2021,No
DEN,Home Depot,V10315790,Raymond Paid,85.0,85.0,03-19-2021,No
DEN,Home Depot,V10315793,Raymond Paid,85.0,85.0,03-19-2021,No
DEN,Home Depot,V10315796,Raymond Paid,85.0,85.0,03-19-2021,No
DEN,Home Depot,V10315804,Raymond Paid,85.0,85.0,03-19-2021,No
DEN,Medline,V10315853,Raymond Paid,85.0,85.0,03-19-2021,No
DEN,Medline,V10315854,Raymond Paid,85.0,85.0,03-19-2021,No
DEN,Medline,V10315858,Raymond Paid,85.0,85.0,03-19-2021,No
DEN,Medline,V10315860,Raymond Paid,85.0,85.0,03-19-2021,No
SLC,Amazon,V30098629,Raymond Paid,87.43,87.43,03-19-2021,No
DEN,Medline,V10315851,Raymond Paid,95.0,95.0,03-19-2021,No
DEN,Medline,V10315856,Raymond Paid,95.0,95.0,03-19-2021,No
DEN,Medline,V10315857,Raymond Paid,95.0,95.0,03-19-2021,No
SLC,Amazon,V30098644,Raymond Paid,165.0,165.0,03-19-2021,No
SLC,Amazon,V30098647,Raymond Paid,165.0,165.0,03-19-2021,No
SLC,Amazon,V30098624,Raymond Paid,180.0,180.0,03-19-2021,No
SLC,Amazon,V30098648,Raymond Paid,225.0,225.0,03-19-2021,No
SLC,Amazon,V30098590,Raymond Paid,270.0,270.0,03-19-2021,No
DEN,US Autoforce,V10315836,Raymond Paid,282.63,282.63,03-19-2021,No
SLC,Amazon,V30098621,Raymond Paid,337.5,337.5,03-19-2021,No
SLC,Amazon,V30097858,Raymond Paid,360.0,360.0,03-19-2021,No
DEN,Amazon,V10316232,Raymond Paid,45.0,45.0,03-24-2021,No
DEN,Amazon,V10316235,Raymond Paid,45.0,45.0,03-24-2021,No
DEN,Amazon,V10316236,Raymond Paid,45.0,45.0,03-24-2021,No
DEN,Amazon,V10316244,Raymond Paid,45.0,45.0,03-24-2021,No
DEN,Amazon,V10316248,Raymond Paid,45.0,45.0,03-24-2021,No
DEN,Amazon,V10316253,Raymond Paid,45.0,45.0,03-24-2021,No
DEN,Amazon,V10316256,Raymond Paid,45.0,45.0,03-24-2021,No
DEN,Amazon,V10316270,Raymond Paid,59.0,59.0,03-24-2021,No
DEN,Amazon,V10316271,Raymond Paid,59.0,59.0,03-24-2021,No
DEN,Amazon,V10316274,Raymond Paid,59.0,59.0,03-24-2021,No
DEN,Amazon,V10316262,Raymond Paid,75.0,75.0,03-24-2021,No
DEN,Amazon,V10316239,Raymond Paid,80.0,80.0,03-24-2021,No
DEN,Amazon,V10316259,Raymond Paid,80.0,80.0,03-24-2021,No
DEN,Amazon,V10316234,Raymond Paid,95.0,95.0,03-24-2021,No
DEN,Amazon,V10316238,Raymond Paid,95.0,95.0,03-24-2021,No
DEN,Amazon,V10316257,Raymond Paid,95.0,95.0,03-24-2021,No
SLC,Home Depot,V30099764,Raymond Paid,55.0,55.0,03-25-2021,No
SLC,Home Depot,V30099765,Raymond Paid,55.0,55.0,03-25-2021,No
SLC,Home Depot,V30099766,Raymond Paid,55.0,55.0,03-25-2021,No
SLC,Medline,V30099726,Raymond Paid,65.0,65.0,03-25-2021,No
DEN,Amazon,V10316385,Raymond Paid,75.0,75.0,03-25-2021,No
SLC,Home Depot,V30099761,Raymond Paid,75.0,75.0,03-25-2021,No
SLC,Home Depot,V30099763,Raymond Paid,75.0,75.0,03-25-2021,No
SLC,Medline,V30099724,Raymond Paid,85.0,85.0,03-25-2021,No
SLC,Home Depot,V30099759,Raymond Paid,85.0,85.0,03-25-2021,No
SLC,Home Depot,V30099767,Raymond Paid,85.0,85.0,03-25-2021,No
DEN,KeHE,V10316393,Raymond Paid,299.25,299.25,03-25-2021,No
SLC,Amazon,V30098598,Raymond Paid,22.5,22.5,03-26-2021,No
DEN,Amazon,V10316454,Raymond Paid,45.0,45.0,03-26-2021,No
SLC,Amazon,V30099788,Raymond Paid,45.0,45.0,03-26-2021,No
SLC,Amazon,V30099789,Raymond Paid,45.0,45.0,03-26-2021,No
DEN,Home Depot,V10316576,Raymond Paid,55.0,55.0,03-26-2021,No
DEN,Home Depot,V10316578,Raymond Paid,55.0,55.0,03-26-2021,No
SLC,Amazon,V30099796,Raymond Paid,59.0,59.0,03-26-2021,No
SLC,Amazon,V30099797,Raymond Paid,59.0,59.0,03-26-2021,No
SLC,Amazon,V30099798,Raymond Paid,59.0,59.0,03-26-2021,No
SLC,Amazon,V30099801,Raymond Paid,59.0,59.0,03-26-2021,No
DEN,Amazon,V10316474,Raymond Paid,75.0,75.0,03-26-2021,No
SLC,Amazon,V30099799,Raymond Paid,75.0,75.0,03-26-2021,No
DEN,Amazon,V10316450,Raymond Paid,80.0,80.0,03-26-2021,No
SLC,Amazon,V30099793,Raymond Paid,80.0,80.0,03-26-2021,No
SLC,Amazon,V30099795,Raymond Paid,80.0,80.0,03-26-2021,No
SLC,Amazon,V30099800,Raymond Paid,80.0,80.0,03-26-2021,No
SLC,Amazon,V30099802,Raymond Paid,80.0,80.0,03-26-2021,No
SLC,Amazon,V30099803,Raymond Paid,80.0,80.0,03-26-2021,No
DEN,Home Depot,V10316572,Raymond Paid,85.0,85.0,03-26-2021,No
DEN,Home Depot,V10316573,Raymond Paid,85.0,85.0,03-26-2021,No
DEN,Home Depot,V10316577,Raymond Paid,85.0,85.0,03-26-2021,No
DEN,Sam's Club,V10316589,Raymond Paid,87.0,87.0,03-26-2021,No
DEN,Sam's Club,V10316590,Raymond Paid,87.0,87.0,03-26-2021,No
DEN,Sam's Club,V10316591,Raymond Paid,87.0,87.0,03-26-2021,No
DEN,Sam's Club,V10316592,Raymond Paid,87.0,87.0,03-26-2021,No
